   1.4672514e-12             Inf   1.2007922e-13   2.2319745e-13   2.3771086e-13   1.3641882e-13   4.9686048e-12   6.9639940e-12   6.8117664e-13   1.6010824e-13   5.7524708e-12   1.3887291e-10   1.1168306e-13   1.1839146e-11   3.6231829e-11   5.4675575e-13   4.9528794e-13   1.5757995e-13   1.1710502e-12   5.2824109e-13   5.0664143e-13   3.0111971e-13   6.6293340e-14   2.1912988e-12   1.3560821e-12   2.0324212e-11   2.9954116e-13   6.4834554e-11   7.0265349e-14   1.6789338e-12   1.1864174e-12   8.3280307e-13   5.1782173e-13   1.1112857e-09   1.0739516e-12   7.5339911e-10   1.7682518e-13   2.5955653e-13   2.7227799e-13   1.1441208e-12   9.1963536e-14   1.6536759e-13   5.3906206e-13   2.8325736e-11   1.3832774e-13   1.9113553e-13   4.9219081e-13   8.7358969e-13   4.5617701e-13   2.6081655e-12   3.1216069e-13
   1.7446560e-12   1.2007922e-13             Inf   2.0416603e-13   9.1419805e-14   1.6868808e-13   6.7685014e-13   2.7559956e-13   5.6763109e-13   2.9759472e-11   2.8663857e-13   1.0841348e-13   2.9046850e-13   3.8690783e-13   3.4817464e-13   6.6400539e-12   3.5854527e-13   7.4704874e-12   8.6806855e-13   1.0673842e-11   2.8103792e-13   6.6846270e-11   1.7029994e-10   1.6865905e-12   6.7251160e-13   2.0613511e-13   2.1580440e-11   5.8897369e-14   2.1551404e-10   6.4210325e-13   1.1414805e-13   4.4725328e-12   6.9515639e-12   1.4594462e-13   2.2126420e-12   7.8826794e-14   4.3750895e-10   5.3829163e-13   8.4025881e-13   1.2837283e-12   3.1421309e-09   1.0017726e-12   1.4384168e-13   1.6076090e-13   2.7013293e-08   7.8434560e-12   2.8355040e-12   8.7805701e-13   7.6256095e-13   3.1375621e-13   1.5971426e-12
   1.2874016e-12   2.2319745e-13   2.0416603e-13             Inf   5.2096677e-11   7.5835285e-10   1.0976400e-12   1.9565516e-12   2.2017592e-11   7.4872957e-13   2.2489333e-12   4.2415687e-13   5.4566716e-11   1.8617736e-13   3.0141561e-13   2.0004558e-13   5.0798589e-14   7.8989746e-14   1.1270851e-13   2.7017247e-13   1.7556367e-10   3.1681315e-13   1.4427644e-13   4.4472930e-13   5.5245456e-12   1.2450057e-13   1.6982879e-13   1.6509339e-13   1.6481809e-13   4.3666831e-12   6.1317688e-12   8.1769276e-13   1.0686869e-12   3.7004755e-13   1.9489798e-13   1.5521757e-13   1.8537037e-13   9.4225798e-11   5.4530336e-14   2.8469995e-12   1.9317491e-13   1.1394371e-11   5.2195902e-11   1.1247980e-13   2.0027023e-13   1.5243060e-12   1.1946055e-13   9.7299841e-14   6.6680391e-14   8.8997105e-14   7.3114774e-14
   5.6431296e-13   2.3771086e-13   9.1419805e-14   5.2096677e-11             Inf   2.4363346e-11   6.4806651e-13   1.6277546e-12   4.2554943e-12   2.4544258e-13   1.8034809e-12   5.3261024e-13   3.9375083e-12   1.4242443e-13   2.3735511e-13   1.0954386e-13   3.7419690e-14   4.5799003e-14   7.6367508e-14   1.3763004e-13   2.2480638e-11   1.4356572e-13   6.5893513e-14   2.4955592e-13   2.0231831e-12   1.0640841e-13   8.9327379e-14   2.1974446e-13   7.3357785e-14   1.8098307e-12   1.8378177e-11   3.4822957e-13   3.8885511e-13   3.9363516e-13   1.1671192e-13   1.8054487e-13   8.9198555e-14   4.8350109e-12   3.6772240e-14   1.0220836e-12   8.5051941e-14   1.4350392e-12   1.5560536e-10   1.0073233e-13   9.1671607e-14   4.1317424e-13   7.2402535e-14   6.5898655e-14   4.5646170e-14   6.8861042e-14   4.6863874e-14
   6.9369720e-13   1.3641882e-13   1.6868808e-13   7.5835285e-10   2.4363346e-11             Inf   5.6255625e-13   8.6971617e-13   6.4031772e-12   6.0052274e-13   9.7468325e-13   2.4041326e-13   1.8257106e-10   1.1930403e-13   1.8095653e-13   1.4110528e-13   3.7817172e-14   6.2390730e-14   7.8961748e-14   1.8799198e-13   2.1680735e-11   2.3088736e-13   1.2957520e-13   2.7151892e-13   2.1535404e-12   8.2167209e-14   1.2617301e-13   1.0529765e-13   1.4780990e-13   1.7641357e-12   2.3603595e-12   4.9685310e-13   6.6812459e-13   2.1258982e-13   1.3257538e-13   9.8899686e-14   1.4509765e-13   3.3748797e-11   4.1615208e-14   1.3517456e-12   1.6647462e-13   9.4654100e-12   1.1706416e-11   7.4644522e-14   1.6195470e-13   1.1621053e-12   8.6715303e-14   6.9385280e-14   4.9467747e-14   6.1833792e-14   5.5151956e-14
   2.7030353e-10   4.9686048e-12   6.7685014e-13   1.0976400e-12   6.4806651e-13   5.6255625e-13             Inf   1.0033757e-10   1.2575294e-11   1.3983131e-12   9.9702187e-11   5.7816397e-12   5.5032397e-13   1.1166755e-11   4.1063010e-11   3.7685449e-12   5.5397042e-13   5.1472155e-13   2.5652506e-12   5.1175084e-12   3.9009061e-12   2.7933013e-12   2.9275468e-13   8.1405765e-11   8.2771071e-11   3.5883551e-12   1.7403287e-12   1.1913682e-12   3.2554266e-13   1.4697801e-10   2.7343215e-12   3.3529623e-11   1.3274411e-11   1.1397497e-11   6.4742718e-12   1.8495428e-12   1.0356200e-12   2.2566808e-12   4.9735662e-13   1.1421782e-10   4.7546649e-13   1.3240128e-12   2.0513685e-12   2.6150161e-12   8.0080499e-13   1.9822107e-12   1.8130060e-12   1.7974733e-12   7.9836107e-13   1.8724663e-12   7.5377430e-13
   1.4580370e-11   6.9639940e-12   2.7559956e-13   1.9565516e-12   1.6277546e-12   8.6971617e-13   1.0033757e-10             Inf   1.6501753e-11   6.0651899e-13   1.1866661e-06   2.3205851e-11   6.4639596e-13   3.1862457e-12   1.1033813e-11   8.7589473e-13   2.4387828e-13   1.9940651e-13   7.5740914e-13   1.0932909e-12   9.2981901e-12   7.6709030e-13   1.4413941e-13   5.7036371e-12   6.4014393e-11   1.7739787e-12   5.0878478e-13   2.4294355e-12   1.5938445e-13   1.0405149e-10   1.8491497e-11   4.1986695e-12   2.8232724e-12   2.5248131e-11   1.3055181e-12   2.8183862e-12   3.6123400e-13   2.5351165e-12   2.0356964e-13   2.1233732e-11   2.1398435e-13   1.0726898e-12   7.5522285e-12   1.5508555e-12   3.0779071e-13   9.2746553e-13   5.2864237e-13   5.7449793e-13   3.0391809e-13   7.4766929e-13   2.7601081e-13
   1.8994733e-11   6.8117664e-13   5.6763109e-13   2.2017592e-11   4.2554943e-12   6.4031772e-12   1.2575294e-11   1.6501753e-11             Inf   2.5067057e-12   2.1143174e-11   1.2386590e-12   6.0068043e-12   7.4205779e-13   1.3967247e-12   8.2280447e-13   1.3664317e-13   2.1672739e-13   3.9145524e-13   1.2340928e-12   3.1599171e-10   1.3329931e-12   3.0826056e-13   2.9510945e-12   6.3133948e-10   4.0390283e-13   6.0635074e-13   3.5685123e-13   3.5740549e-13   2.7654922e-10   7.8929732e-12   7.2886735e-12   9.3306350e-12   1.2981669e-12   8.3537754e-13   3.8973791e-13   5.9088509e-13   1.2235872e-10   1.4741531e-13   1.0697227e-10   4.7437165e-13   1.6907775e-11   2.0069938e-11   3.4171255e-13   5.9008113e-13   6.0166787e-12   4.1118531e-13   3.2045730e-13   1.9335971e-13   2.7803015e-13   2.1340499e-13
   4.8401750e-12   1.6010824e-13   2.9759472e-11   7.4872957e-13   2.4544258e-13   6.0052274e-13   1.3983131e-12   6.0651899e-13   2.5067057e-12             Inf   6.5239568e-13   1.7147389e-13   1.3136351e-12   3.9299732e-13   4.4095658e-13   2.8980777e-12   1.9637673e-13   1.1761720e-12   5.3257514e-13   5.6005672e-12   1.0243892e-12   2.3519814e-11   1.0592572e-11   2.1787385e-12   2.3957388e-12   2.0451199e-13   4.1982016e-12   8.0688009e-14   1.5596426e-11   2.0953478e-12   2.6916734e-13   1.1264465e-11   3.7993352e-11   2.1779290e-13   1.4324793e-12   1.0162538e-13   1.1839168e-11   3.0898430e-12   3.3001009e-13   5.0417989e-12   2.8350970e-11   9.3570628e-12   4.0620099e-13   1.6277392e-13   2.2939183e-11   1.0644027e-09   1.1063582e-12   4.8906803e-13   3.5538013e-13   2.3956126e-13   5.6060337e-13
   1.5930555e-11   5.7524708e-12   2.8663857e-13   2.2489333e-12   1.8034809e-12   9.7468325e-13   9.9702187e-11   1.1866661e-06   2.1143174e-11   6.5239568e-13             Inf   1.8201526e-11   7.2162301e-13   2.8789035e-12   9.4813343e-12   8.7790336e-13   2.3423761e-13   2.0013385e-13   7.2650405e-13   1.1106568e-12   1.1472188e-11   7.9566955e-13   1.4992474e-13   5.6313135e-12   8.7026094e-11   1.5896228e-12   5.1548561e-13   2.1092683e-12   1.6619299e-13   1.4446383e-10   2.0440043e-11   4.4637875e-12   3.0653729e-12   1.9416273e-11   1.2787847e-12   2.4165100e-12   3.7179253e-13   2.9607630e-12   1.9904972e-13   2.5284385e-11   2.2316062e-13   1.2092050e-12   8.8208664e-12   1.3841137e-12   3.1913300e-13   1.0164384e-12   5.2142373e-13   5.5342572e-13   2.9482668e-13   6.9777684e-13   2.7133864e-13
