   4.1924469e-12             Inf   4.1048545e-13   2.3696176e-13   7.7270296e-12   5.6211768e-11   2.2621432e-13   7.2656567e-13   3.2526668e-12   1.5361365e-10   9.5632152e-13   3.2824561e-13   3.7078382e-13   2.3758689e-12   2.7182586e-13   6.5925368e-13   2.6958118e-13   2.5617128e-12   4.0952797e-12   7.7412970e-12   3.8599689e-13
   4.3111380e-13   4.1048545e-13             Inf   3.8475147e-14   9.5098692e-14   2.6090826e-13   4.4961877e-14   7.8293823e-14   9.3596202e-13   4.1833659e-13   1.3593614e-10   6.0801054e-14   3.8026871e-09   1.6920132e-11   1.9515457e-12   2.8291643e-10   4.3046629e-14   1.3836554e-13   9.9235401e-12   8.5786704e-14   8.5666954e-09
   9.0022164e-13   2.3696176e-13   3.8475147e-14             Inf   1.5713877e-13   7.5594737e-13   7.4976819e-10   4.9694448e-11   4.2068637e-13   1.1770877e-13   4.5998811e-14   1.3346950e-10   3.2632217e-14   5.9941173e-14   1.0343182e-13   5.9653090e-14   5.7946666e-08   5.0330223e-12   7.5373582e-14   3.0257416e-13   3.3875785e-14
   4.7738144e-13   7.7270296e-12   9.5098692e-14   1.5713877e-13             Inf   2.9834010e-12   1.2755714e-13   3.2331494e-13   3.4018688e-13   9.6521202e-12   1.8049012e-13   1.5816701e-13   9.2870350e-14   3.2854346e-13   6.5112006e-14   1.2268679e-13   1.6732528e-13   6.9066054e-13   4.2623250e-13   2.6274938e-10   9.4704005e-14
   2.4948023e-11   5.6211768e-11   2.6090826e-13   7.5594737e-13   2.9834010e-12             Inf   7.2211467e-13   3.7614366e-12   7.9130343e-12   5.6974532e-12   4.6038383e-13   1.1923719e-12   2.2003273e-13   8.7667164e-13   3.4536845e-13   4.6630243e-13   9.0544210e-13   3.0462230e-11   1.3965702e-12   6.3379290e-12   2.3078275e-13
   1.1833725e-12   2.2621432e-13   4.4961877e-14   7.4976819e-10   1.2755714e-13   7.2211467e-13             Inf   5.4649337e-11   5.5647827e-13   1.1137623e-13   5.1844274e-14   1.6120323e-09   3.7480253e-14   6.6083258e-14   1.4363338e-13   7.1693877e-14   1.7535223e-09   5.2451632e-12   8.3136733e-14   2.3127840e-13   3.9011870e-14
   5.3862880e-12   7.2656567e-13   7.8293823e-14   4.9694448e-11   3.2331494e-13   3.7614366e-12   5.4649337e-11             Inf   1.6823303e-12   2.8931151e-13   9.8717193e-14   2.2034792e-10   6.4762548e-14   1.3677211e-13   2.2302281e-13   1.3190496e-13   9.5724380e-11   1.2749098e-10   1.8158207e-13   6.7117328e-13   6.7655951e-14
   3.5495835e-10   3.2526668e-12   9.3596202e-13   4.2068637e-13   3.4018688e-13   7.9130343e-12   5.5647827e-13   1.6823303e-12             Inf   1.1241392e-12   1.2428534e-12   9.9917243e-13   6.4669468e-13   1.8788831e-12   3.9248801e-12   2.6735799e-12   5.1763412e-13   5.4791519e-12   3.0641001e-12   4.5377357e-13   7.0162228e-13
   1.1609004e-12   1.5361365e-10   4.1833659e-13   1.1770877e-13   9.6521202e-12   5.6974532e-12   1.1137623e-13   2.8931151e-13   1.1241392e-12             Inf   1.1297632e-12   1.5101230e-13   4.1335993e-13   3.0471167e-12   1.7600030e-13   5.6153573e-13   1.3045712e-13   7.5463199e-13   4.6488261e-12   4.7022856e-12   4.2396457e-13
   5.9736277e-13   9.5632152e-13   1.3593614e-10   4.5998811e-14   1.8049012e-13   4.6038383e-13   5.1844274e-14   9.8717193e-14   1.2428534e-12   1.1297632e-12             Inf   7.0690104e-14   1.6914767e-10   4.8244646e-10   1.0306497e-12   6.4020101e-11   5.1486703e-14   1.9177903e-13   1.1069184e-10   1.5211631e-13   1.8921295e-10
   2.4011966e-12   3.2824561e-13   6.0801054e-14   1.3346950e-10   1.5816701e-13   1.1923719e-12   1.6120323e-09   2.2034792e-10   9.9917243e-13   1.5101230e-13   7.0690104e-14             Inf   4.9973286e-14   9.1425726e-14   2.1023050e-13   1.0079291e-13   3.3531757e-10   1.2530965e-11   1.1716615e-13   2.8945690e-13   5.2174093e-14
   3.2298870e-13   3.7078382e-13   3.8026871e-09   3.2632217e-14   9.2870350e-14   2.2003273e-13   3.7480253e-14   6.4762548e-14   6.4669468e-13   4.1335993e-13   1.6914767e-10   4.9973286e-14             Inf   1.7255426e-11   1.1141444e-12   5.8632001e-11   3.6302306e-14   1.1330287e-13   8.8092009e-12   8.0892917e-14   2.8254540e-06
   9.3512885e-13   2.3758689e-12   1.6920132e-11   5.9941173e-14   3.2854346e-13   8.7667164e-13   6.6083258e-14   1.3677211e-13   1.8788831e-12   3.0471167e-12   4.8244646e-10   9.1425726e-14   1.7255426e-11             Inf   8.0863290e-13   2.0090203e-11   6.7336983e-14   2.9146205e-13   5.8401381e-09   2.6726134e-13   1.8466650e-11
