   1.2886363e+03   3.4677723e+02
   7.5721877e+02   7.8187560e+02
   1.6231609e+03   1.6627595e+03
   1.0656512e+03   1.6067288e+03
   7.0145421e+02   1.2094236e+02
   1.8780031e+03   7.9851554e+02
   1.7518856e+03   1.0537517e+03
   1.1003127e+03   8.3359894e+02
   1.2449502e+03   1.3137198e+03
   1.1740894e+03   1.2559467e+03
   4.1548459e+02   5.8396816e+02
   6.0249266e+02   8.6330234e+02
   9.4184670e+02   3.0974251e+01
   4.6097632e+02   1.9681274e+03
   1.6886176e+03   3.3433682e+02
   3.8952858e+02   2.1243269e+02
   4.5184356e+02   7.4481948e+02
   3.4141609e+02   3.9623681e+02
   4.5532860e+02   9.7937528e+02
   8.7139737e+02   6.7898683e+02
   6.2220457e+02   1.9032609e+03
   1.8467593e+03   1.8406641e+03
   8.6041478e+02   1.0535400e+02
   3.6963264e+02   1.4757162e+03
   1.8097619e+03   5.3823885e+02
   1.9594968e+03   8.4567123e+02
   8.7773995e+02   1.0957418e+03
   2.2223845e+02   1.8854740e+03
   5.1612939e+02   8.3548821e+02
   8.1743969e+02   1.9661049e+03
   1.1897921e+03   6.0290990e+02
   5.2442350e+02   1.4021975e+03
   1.2056862e+03   1.3326777e+03
   1.4224316e+03   1.0782529e+03
   4.4349347e+02   1.3962110e+03
   2.3483530e+02   1.3330558e+03
   5.9335175e+02   3.5626491e+02
   6.3755660e+02   2.5602880e+02
   8.4833352e+02   1.9981608e+03
   1.0157166e+03   3.4224213e+02
   1.7103159e+02   6.5201641e+01
   5.2496447e+02   1.1223996e+03
   1.6020292e+03   1.7637330e+03
   5.8440555e+01   1.3383506e+03
   1.8577083e+03   3.8086653e+02
   1.4606617e+03   7.3783309e+02
   9.7721795e+02   9.2145187e+02
   1.1570501e+03   1.9632759e+03
   4.7456716e+02   3.1280990e+02
   9.1769766e+02   1.7110456e+03
   1.9261771e+03   1.2895291e+03
   1.0936114e+03   7.5254442e+02
   1.0422717e+03   3.8184739e+02
   4.6318877e+02   8.5650599e+02
   9.7779549e+02   9.6404412e+02
   1.2481202e+03   2.4122323e+02
   1.3582711e+03   1.1790150e+03
   7.9103043e+02   4.5237536e+02
   7.3487330e+02   7.6923825e+02
   1.9759640e+03   1.1659728e+03
   7.5477732e+01   5.0361224e+02
   1.7703360e+03   5.8088133e+02
   1.8265737e+03   1.2341818e+03
   1.5923677e+03   5.3056182e+02
   1.9742456e+02   1.6487525e+03
   5.2374237e+02   1.9653268e+03
   6.7071368e+02   1.4604976e+03
   1.3594559e+03   6.8775401e+02
   2.7310627e+02   1.1681387e+03
   1.4424550e+03   2.1553803e+02
   2.1352372e+02   1.8126163e+03
   1.3075147e+03   1.7593074e+03
   9.8834787e+02   1.6355211e+03
   1.5581034e+03   5.2145600e+02
   1.4300742e+03   1.1887125e+03
   1.8074411e+03   4.5025185e+01
   1.7818450e+03   8.5051864e+02
   6.6832611e+02   6.2543777e+02
   1.3974917e+03   3.2296949e+02
   3.9561965e+02   3.5753237e+02
   6.1081893e+01   8.4577138e+02
   1.4881485e+03   1.8845868e+02
   1.0000449e+03   1.1970473e+03
   9.5984428e+02   9.4184851e+02
   1.8094445e+03   1.3918986e+03
   1.2197333e+03   1.3997757e+03
   1.2353328e+03   1.2770615e+03
   1.7188846e+03   6.7207672e+01
   1.6109788e+03   1.3761220e+02
   1.1534430e+03   6.3919947e+02
   3.6584494e+02   1.0617286e+03
   4.7986402e+02   1.3088914e+03
   1.7730239e+03   8.1523839e+02
   5.7348305e+01   1.6399624e+03
   9.7980278e+02   1.4367179e+03
   3.3585429e+02   1.9372987e+03
   1.9573613e+03   1.0626678e+03
   1.4253889e+03   6.5029136e+02
   1.0009432e+03   2.1125841e+02
   9.4217675e+02   1.2219173e+03
   1.1923774e+02   1.5576045e+03
   1.3639438e+03   8.4690584e+02
   8.4862275e+01   1.8164657e+02
   1.4289093e+02   5.3294298e+02
   1.0432997e+03   3.0731344e+02
   1.9346005e+02   5.6201061e+02
   1.6362971e+03   8.8017028e+02
   1.6350942e+03   1.0542855e+03
   1.4448792e+03   9.1484873e+02
   2.9973088e+02   1.7507432e+03
   1.3192105e+03   1.0361042e+03
   1.0371899e+03   1.8872452e+03
   1.9459491e+03   1.2754182e+03
   1.2979830e+03   1.9153879e+03
   1.6006612e+03   4.8141407e+02
   9.0759542e+02   1.3522446e+03
   8.6478301e+02   5.7812914e+02
   1.6506276e+03   1.3436163e+03
   1.6693963e+02   1.3902810e+03
   2.6634202e+02   1.3598554e+02
