   3.8445110e-12             Inf   4.4940753e-12   2.9417918e-13   3.7307520e-13   6.3838578e-12   3.2887715e-12   1.9593026e-12   1.3470721e-11   1.1392687e-12   1.4182121e-12   1.4921067e-12   1.8380973e-12   2.0662186e-11   9.1064281e-14   3.8994316e-11   1.4641114e-12   1.3563066e-12   1.2354675e-12   8.3464814e-13   1.2359005e-11   1.2167840e-13   1.5461059e-13   1.7123587e-11   2.2269427e-13   1.0525713e-11   2.0469582e-12   1.8776371e-12   8.1409580e-14   1.4321801e-12   1.2361323e-13   1.7601743e-10   3.4686369e-13   1.0436159e-12   3.2705130e-12   3.0336840e-13   2.3042022e-13   4.2774806e-12   5.3548964e-12   1.1720779e-13   1.8014438e-10   5.6674971e-13   7.1239549e-13   2.2547168e-13   1.6043619e-13   9.4671618e-12   3.0018654e-11   5.4786279e-12   1.4453135e-13   2.2690497e-12   2.5029434e-13   5.9607368e-13   2.4342823e-11   2.6077257e-10   1.1288811e-12   4.3832666e-12   6.1195690e-09   2.0556567e-12   1.4934725e-11   4.2490279e-12   7.6476338e-13   4.4661483e-13   1.2154090e-11   8.6234037e-13   6.2958581e-11   1.2007225e-13   9.7366042e-14   3.8000602e-13   6.7985675e-11   3.4361701e-13   5.9826655e-10   9.1574602e-14   2.5110414e-13   3.2614511e-13   9.4030788e-11   1.8824010e-12   7.7069363e-12   4.0482680e-12   4.6762314e-12   6.4865697e-09   1.5719397e-12   3.2434553e-13   2.3763668e-10   1.5383910e-12   4.6807323e-12   5.3786962e-13   8.0645084e-13   1.3264482e-12   1.4427400e-11   4.5867507e-11   9.2833751e-11   5.3851769e-13   4.0069031e-13   4.8497734e-12   9.8368247e-14   6.0717042e-13   8.4625543e-14   1.0857649e-12   8.1422987e-11   9.7772672e-11   1.2741669e-12   1.2454442e-13   1.5282676e-11   4.5880407e-13   5.5082460e-13   2.6227825e-10   6.4438843e-13   6.0853208e-12   2.5964204e-12   8.2994252e-12   1.1498322e-13   4.4115561e-12   1.6848073e-13   5.9681540e-13   1.6516139e-13   7.4978495e-11   7.4811186e-13   1.8392254e-11   7.9050858e-13   1.8152462e-13   8.4242385e-13
   8.8131202e-11   4.4940753e-12             Inf   4.2953427e-13   1.6627290e-12   5.1666409e-12   6.3346163e-13   8.8451608e-13   6.8996689e-11   3.6877194e-12   6.2963640e-12   4.1117948e-11   1.0700288e-09   2.7969476e-12   4.4745041e-13   8.7705021e-13   4.7369861e-12   1.1167817e-10   9.6681465e-12   5.9040913e-11   1.7919887e-09   6.1444048e-13   1.8770631e-13   4.5592600e-12   2.5064776e-12   7.3401508e-13   4.7592470e-13   7.8262930e-11   4.4200517e-13   2.6875908e-10   5.0584039e-13   2.0822035e-11   5.1890158e-12   3.9288674e-12   3.5553210e-12   4.4166548e-12   3.0069348e-12   2.3114602e-11   1.1822517e-11   4.5185341e-13   1.4781674e-11   1.3608123e-12   3.4643375e-11   3.5525989e-13   1.5705174e-12   5.3132996e-13   4.0521567e-12   2.1702077e-10   4.1325669e-13   1.1117443e-11   1.2649945e-12   3.7908277e-13   7.6919291e-11   1.7177721e-11   1.1808755e-10   1.4930505e-10   3.5162071e-12   3.7127251e-12   8.3076607e-11   2.3024978e-06   3.7505630e-13   3.4015655e-12   8.7867789e-13   5.5024398e-13   1.7284241e-12   8.8191570e-13   4.7231686e-13   4.5654966e-12   7.2438443e-12   6.7971084e-12   1.6011440e-12   5.4222662e-13   6.3168649e-13   1.6347097e-12   1.9880171e-12   2.6161995e-12   3.6913473e-13   8.9918388e-13   9.5408814e-10   2.5968959e-12   1.0350922e-11   4.1873040e-12   1.2727368e-12   1.8686512e-11   2.2512314e-10   4.5696544e-13   2.8178334e-12   4.4545726e-12   4.8524657e-13   7.6412060e-13   3.1793394e-11   1.8660841e-11   7.9496473e-12   9.3717780e-13   6.6515945e-13   4.3700515e-12   4.3709945e-13   4.3328923e-13   4.6494605e-12   6.7463036e-12   1.9262673e-11   9.8267816e-13   7.2129146e-12   1.5153966e-12   5.1802036e-12   1.0606630e-11   7.4584316e-12   1.6334178e-12   1.4009343e-12   4.1554497e-12   7.5878117e-13   6.9082212e-12   5.9151041e-13   3.6436031e-13   4.0196163e-13   1.5559884e-12   8.2605015e-12   3.5489036e-10   8.0619226e-13   1.9366083e-12   2.3087207e-12
   1.4600925e-12   2.9417918e-13   4.2953427e-13             Inf   1.0145207e-11   9.6044204e-14   1.5171741e-12   6.6610846e-12   1.0830885e-12   1.4253701e-11   7.4179672e-12   1.4542673e-13   3.5393101e-13   1.0227480e-13   4.7963642e-13   3.1955718e-13   7.6087431e-14   2.0389666e-13   9.4852533e-14   2.9832952e-13   4.2553963e-13   8.9040876e-13   1.5001243e-10   1.1057281e-13   3.8755805e-13   5.9229301e-13   1.6404781e-12   1.2996934e-12   2.4698124e-13   2.7414499e-13   1.8202169e-12   5.8174844e-13   6.1503566e-13   1.2465034e-11   6.8550288e-12   4.6742424e-13   2.4120116e-13   1.3057052e-13   1.1488559e-13   1.9678946e-12   2.2402776e-13   4.6032642e-14   4.4561757e-13   8.8295243e-09   1.5335479e-13   3.4672936e-13   1.2857793e-12   1.0699053e-12   1.0570944e-11   1.0131868e-13   3.9998406e-12   1.8720866e-11   8.1321275e-13   2.5554866e-13   2.5110865e-13   1.2217747e-12   2.1405300e-13   1.0808163e-11   2.1483751e-13   3.9683324e-13   7.2548285e-12   7.1532222e-14   7.0365443e-13   1.9743327e-11   6.0767128e-13   2.4196874e-13   5.9147197e-13   1.1125594e-12   9.6083714e-13   2.3398829e-13   2.2101529e-13   2.4763342e-13   8.4239016e-11   6.1350622e-12   5.8556846e-13   1.4567578e-11   1.4228950e-13   2.1316976e-12   2.5309192e-13   2.9346318e-13   9.7020010e-14   1.0355256e-13   2.0816209e-13   2.7305966e-12   1.0857443e-12   8.5627339e-11   1.8592804e-11   1.1172581e-11   1.5319185e-13   1.8479807e-13   6.2165462e-13   2.6513376e-13   4.8741787e-13   1.8224500e-12   1.6628641e-13   4.6247226e-12   3.3314893e-13   4.4924607e-12   8.8297629e-13   1.6076946e-13   2.3090905e-12   1.9358037e-13   1.8621575e-12   4.8090493e-14   8.3161215e-14   2.1168568e-13   9.4343764e-14   2.6645255e-12   7.2895023e-12   2.8615244e-12   3.2312126e-13   4.2497997e-12   6.4497939e-12   1.5472547e-11   3.4781155e-11   5.1307090e-13   2.7011285e-12   3.2594922e-13   9.4983453e-11   2.0758703e-13   5.7452931e-14
   7.2095961e-12   3.7307520e-13   1.6627290e-12   1.0145207e-11             Inf   1.8259706e-13   5.7994700e-13   1.6576461e-12   2.7877008e-12   7.1815517e-11   5.5026984e-11   4.6355445e-13   1.6989645e-12   1.6021399e-13   4.0608344e-12   2.4824221e-13   1.7343714e-13   7.9769601e-13   2.5256779e-13   1.7039919e-12   1.2388598e-12   1.2348177e-11   2.2622747e-12   1.8965414e-13   3.9744256e-12   3.4791265e-13   5.2649633e-13   1.1381248e-11   1.6061927e-12   1.2434323e-12   2.7480501e-11   9.5542139e-13   8.9234281e-12   1.1147398e-10   6.0493704e-12   5.3733345e-12   1.7080661e-12   3.1324473e-13   2.4809708e-13   2.4888877e-11   3.8993258e-13   9.9097165e-14   3.6017682e-12   1.0249722e-11   8.4711130e-13   2.2039564e-13   1.2048994e-12   4.3872250e-12   5.4481881e-11   2.4420127e-13   9.3108131e-10   1.4134602e-12   1.8744047e-12   4.4392281e-13   1.1667294e-12   5.6484147e-12   2.7762156e-13   1.3864350e-11   5.0445977e-13   1.5211352e-12   9.5566055e-13   2.0711784e-13   4.1680097e-13   1.9408859e-12   4.8523695e-13   1.7516007e-12   5.6084758e-12   3.1790152e-11   1.1541275e-12   1.4854388e-12   2.3171959e-13   1.6931677e-12   1.4952878e-10   2.1595802e-08   4.9570554e-13   1.0572846e-11   1.1191766e-13   8.4978830e-13   7.9605730e-13   3.2350811e-13   2.4765810e-13   3.9644329e-13   2.0850387e-13   3.3745890e-11   4.8674729e-12   2.7835231e-12   2.2564797e-10   5.2913839e-11   1.2783949e-13   1.6582668e-13   1.1225903e-12   1.6155562e-12   5.3619990e-12   7.8755477e-13   9.6536799e-13   7.6000669e-10   2.4271264e-12   8.3990789e-13   9.1716210e-13   2.6257411e-13   3.7487840e-11   1.2397650e-12   2.2524135e-12   1.1164591e-13   2.4887818e-13   3.5055089e-13   2.9150505e-13   1.3726774e-12   2.5238596e-12   2.5805050e-12   2.7107380e-12   6.5778353e-12   1.5822345e-10   1.2776639e-12   4.4893143e-11   4.1485684e-13   1.2416263e-10   8.2890821e-13   5.9076866e-12   1.3694408e-12   1.2737074e-13
   1.3462153e-12   6.3838578e-12   5.1666409e-12   9.6044204e-14   1.8259706e-13             Inf   2.9428875e-13   2.5674880e-13   2.2479709e-12   3.3876628e-13   4.3763833e-13   1.1400225e-11   3.1786443e-12   2.3038584e-10   8.3053986e-14   9.6111463e-13   8.9559649e-11   4.9049023e-12   2.3699431e-11   1.5723712e-12   8.6355625e-12   9.8705897e-14   5.4867328e-14   1.5364885e-09   2.6419806e-13   5.0839956e-13   2.2506023e-13   1.0384534e-12   8.9468510e-14   3.3676955e-12   8.5592591e-14   4.5122029e-12   3.5729889e-13   3.3701956e-13   4.8477340e-13   3.4894824e-13   3.5139406e-13   2.2234945e-10   2.0052749e-09   7.9549873e-14   4.5818050e-11   1.2358687e-11   9.3519925e-13   8.1177585e-14   2.7831062e-13   5.0695145e-13   1.0919966e-12   1.9459422e-12   7.7085081e-14   1.2828274e-10   1.5079314e-13   1.2178302e-13   3.2734656e-12   2.9463806e-11   2.7980336e-12   1.6137873e-12   1.0187045e-11   4.1573617e-13   7.1974831e-11   5.6312120e-12   1.3551650e-13   3.4512706e-12   5.4541766e-13   1.5933701e-13   1.0816527e-12   1.4927518e-13   8.4833527e-14   3.1024173e-13   1.7578384e-12   6.1025424e-13   3.2113239e-12   1.0406922e-13   1.0738884e-13   1.7709784e-13   1.2504700e-12   3.5812666e-13   6.6209012e-13   3.4621387e-13   1.5305016e-11   3.6242082e-12   4.4736478e-11   1.1427607e-12   2.5727747e-12   6.4291984e-13   1.8229351e-12   1.2372423e-13   2.7583754e-13   3.8027017e-13   9.2802942e-13   1.4603279e-12   4.4718801e-12   1.0045912e-12   4.6892227e-13   3.7623605e-13   1.3493661e-13   3.0566534e-13   8.4859326e-14   1.6468950e-13   1.5458688e-12   1.0444132e-10   6.1991025e-13   1.7318163e-13   1.0718198e-12   6.7862565e-12   4.3090267e-12   4.3515554e-11   4.8817139e-12   4.7538930e-13   3.2922926e-13   7.1458515e-13   1.2595962e-13   6.7280613e-13   9.5699797e-14   1.2043093e-13   7.8204872e-14   1.1353230e-12   4.1165271e-13   1.8000948e-11   1.7421137e-13   2.7790671e-13   2.7832831e-11
   1.5185829e-12   3.2887715e-12   6.3346163e-13   1.5171741e-12   5.7994700e-13   2.9428875e-13             Inf   1.5222366e-10   2.7227457e-12   2.2532111e-12   2.0134686e-12   2.0945979e-13   3.7585982e-13   4.6561110e-13   8.7741730e-14   1.5831264e-11   1.5270125e-13   2.4104443e-13   1.5710512e-13   2.3640279e-13   9.4711042e-13   1.2777979e-13   8.4625482e-13   4.3513610e-13   1.3380495e-13   1.9077133e-10   1.2724922e-08   8.4342804e-13   6.4976389e-14   2.9027704e-13   1.6153937e-13   3.8162487e-12   2.0724983e-13   1.8393537e-12   1.2242786e-11   1.7145293e-13   1.1217545e-13   2.9347878e-13   2.9762906e-13   1.6008090e-13   1.1040237e-12   8.3942901e-14   2.6690842e-13   9.8456828e-13   7.7064996e-14   3.2711889e-11   3.1612728e-11   1.4638131e-12   2.8400806e-13   2.0557446e-13   3.2471054e-13   1.6877389e-11   2.6235524e-12   1.3149458e-12   2.4873915e-13   1.4247766e-12   1.9987534e-12   5.8091233e-12   5.9051375e-13   5.8485500e-13   4.7811944e-11   8.9852631e-14   2.8769437e-10   2.7000011e-11   4.2503454e-11   7.9472537e-14   9.7933284e-14   2.7824644e-13   1.2650130e-11   1.3593137e-13   3.5658374e-12   6.9292479e-14   6.4145848e-13   4.4918436e-13   3.1175938e-11   8.0299231e-12   3.0486328e-12   7.0018518e-09   4.4845695e-13   4.7874085e-12   1.7478501e-13   9.1636446e-14   3.6398115e-12   1.1571029e-12   1.3409574e-12   7.8549083e-12   1.5828811e-12   2.4259812e-12   3.1872967e-12   3.8735559e-12   3.3013546e-12   1.8017105e-13   2.0377182e-13   7.8310533e-09   6.1793028e-14   6.7844608e-13   7.4041207e-14   1.7279289e-10   1.9435647e-11   8.0565254e-13   8.9838417e-13   7.4266492e-14   1.4069682e-11   7.7337348e-14   1.0533586e-13   1.1365425e-12   1.1943099e-13   2.3603743e-10   6.4594947e-11   2.4719936e-11   8.6623326e-14   7.3563003e-12   2.7926747e-13   1.8570619e-11   3.9864325e-13   3.1749781e-11   6.4173716e-13   8.6503458e-13   8.2179052e-12   9.3068362e-14   1.0846328e-13
   3.0971703e-12   1.9593026e-12   8.8451608e-13   6.6610846e-12   1.6576461e-12   2.5674880e-13   1.5222366e-10             Inf   4.4694189e-12   9.4927347e-12   7.1213125e-12   2.4834222e-13   5.4275049e-13   3.4511204e-13   1.5967666e-13   3.6761271e-12   1.5213183e-13   3.1365825e-13   1.7050666e-13   3.5154420e-13   1.1925751e-12   2.5053955e-13   2.5337261e-12   3.4840287e-13   2.2922252e-13   1.3809009e-11   1.3395966e-10   1.7047584e-12   1.0880810e-13   4.0326123e-13   3.4376130e-13   3.7095250e-12   3.7726776e-13   7.0683136e-12   8.3951756e-11   2.9887707e-13   1.7662246e-13   2.9903397e-13   2.8350895e-13   3.4266053e-13   9.1016349e-13   8.2748067e-14   4.3854934e-13   3.6070573e-12   1.1500674e-13   4.6453122e-12   2.9340114e-11   2.6216023e-12   7.1689148e-13   2.1031634e-13   7.8605880e-13   1.3530732e-10   3.6412742e-12   1.0964444e-12   3.4616515e-13   2.7117296e-12   1.1970840e-12   3.4349728e-11   6.0570888e-13   8.0398182e-13   2.5352205e-10   1.0319120e-13   1.9939323e-11   6.8768671e-10   1.1172583e-11   1.3029352e-13   1.8273691e-13   5.6162211e-13   1.2060065e-11   2.0663547e-13   1.5689677e-12   1.1550130e-13   2.0686519e-12   1.1777703e-12   9.7115171e-12   6.7432477e-11   9.6000980e-13   5.6150015e-10   5.4260746e-13   2.2982068e-12   1.8512325e-13   1.1873625e-13   1.4934351e-12   2.9140969e-12   2.4425373e-12   7.2238538e-11   6.1597783e-12   9.9705695e-12   1.0533260e-12   1.3547077e-12   3.5601597e-12   2.7093638e-13   3.5298965e-13   3.0419653e-10   9.6741113e-14   1.8125308e-12   1.2885466e-13   5.5888747e-10   1.3780607e-11   6.1639533e-13   2.1379840e-12   1.1733046e-13   2.6767511e-11   7.9819277e-14   1.2224634e-13   8.9123355e-13   1.4022162e-13   5.2868525e-10   5.3744969e-09   7.7561973e-11   1.4855105e-13   2.8438623e-11   6.8812042e-13   1.3273751e-10   1.1116705e-12   8.1428183e-12   1.5550114e-12   9.7417553e-13   1.1251477e-10   1.4509091e-13   1.0755902e-13
   7.0165115e-10   1.3470721e-11   6.8996689e-11   1.0830885e-12   2.7877008e-12   2.2479709e-12   2.7227457e-12   4.4694189e-12             Inf   1.5817760e-11   2.9594526e-11   3.5425184e-12   1.6166788e-11   2.2322107e-12   3.4769343e-13   2.8211939e-12   1.2594606e-12   5.4489553e-12   1.6989158e-12   5.2303409e-12   1.7173934e-10   5.3064997e-13   4.0499262e-13   2.8933791e-12   1.1169323e-12   2.8673327e-12   1.8343562e-12   7.1506013e-11   2.8370090e-13   8.5860692e-12   5.3860644e-13   2.6678199e-10   2.3312032e-12   1.4772076e-11   3.7354909e-11   1.7875656e-12   1.0029901e-12   4.2537539e-12   3.3332372e-12   4.9614449e-13   1.6182277e-11   4.7301241e-13   5.8223020e-12   8.0166997e-13   5.5669106e-13   1.6495094e-12   5.1740383e-11   1.9118352e-09   6.1093450e-13   2.2764753e-12   1.5498395e-12   1.2626817e-12   2.2854635e-08   2.3237028e-11   6.0531620e-12   9.7495253e-10   7.1969856e-12   2.8950267e-11   1.7219202e-11   5.2748033e-11   1.2994678e-12   7.4421739e-13   3.8028420e-12   2.1131100e-12   8.9668095e-12   4.5673365e-13   3.8423891e-13   2.9978504e-12   1.2789116e-10   1.5775006e-12   4.0150722e-12   3.2845359e-13   1.2349276e-12   2.3264934e-12   1.0609805e-11   1.8131146e-11   7.9452546e-13   4.6293391e-12   1.8912887e-11   8.2073955e-12   1.9118119e-12   8.5710261e-13   3.1146714e-12   4.9489857e-11   1.0110598e-09   1.5071170e-12   8.9203919e-12   2.1655572e-11   1.0628411e-12   1.8008626e-12   6.0624584e-10   2.8583214e-12   2.6798924e-12   4.8757185e-12   3.3105645e-13   6.9885081e-12   3.0776944e-13   1.6145264e-12   5.1552050e-11   6.3390013e-12   3.2357238e-11   4.5243682e-13   2.0596960e-10   4.7159482e-13   9.8604689e-13   1.2734454e-11   1.2452209e-12   1.1935987e-11   8.9269819e-12   6.3665850e-11   4.5525412e-13   1.2646074e-10   8.0558012e-13   1.2067740e-12   6.8375819e-13   7.1345782e-12   1.0670356e-11   6.8596907e-11   3.1552835e-12   7.1687137e-13   7.1554838e-13
   3.9845218e-11   1.1392687e-12   3.6877194e-12   1.4253701e-11   7.1815517e-11   3.3876628e-13   2.2532111e-12   9.4927347e-12   1.5817760e-11             Inf   1.4311791e-08   6.7125639e-13   2.6385416e-12   3.3131909e-13   9.1948430e-13   7.4827368e-13   2.6445310e-13   1.1018412e-12   3.6370810e-13   1.8496284e-12   3.3987280e-12   1.8492140e-12   2.4425931e-12   3.8674047e-13   1.5925210e-12   1.1804914e-12   1.8783446e-12   3.0071255e-11   5.3058969e-13   1.7318252e-12   2.7018556e-12   3.8705401e-12   3.6008099e-12   2.7669834e-07   1.3228724e-10   2.3731566e-12   9.5983973e-13   5.5583761e-13   4.5186215e-13   2.5537506e-12   1.0074072e-12   1.3595307e-13   3.2466906e-12   9.1817703e-12   5.0412789e-13   6.4443877e-13   6.9921362e-12   1.9656057e-11   5.4171546e-12   3.9292487e-13   1.4244025e-11   4.6316766e-12   8.7624631e-12   1.2090055e-12   1.4865017e-12   2.6667899e-11   7.5580331e-13   1.0414550e-09   1.1128136e-12   3.2274047e-12   3.2323753e-12   2.4412077e-13   1.5126233e-12   8.4205173e-12   1.8559490e-12   6.8351401e-13   1.1204239e-12   8.1033627e-12   6.0982965e-12   1.0723549e-12   6.4513916e-13   5.8028817e-13   2.4395515e-11   3.4847280e-11   1.8985833e-12   4.0164168e-10   2.6958488e-13   3.9553947e-12   1.5384552e-12   9.9036016e-13   3.7377968e-13   3.8079506e-13   5.6929006e-13   1.8465021e-10   2.0741479e-11   9.4811180e-12   1.5464098e-08   4.8472562e-07   3.1618264e-13   4.3442106e-13   4.6577846e-12   1.4297142e-12   2.9182604e-12   3.5959155e-12   4.3463507e-13   1.3701312e-10   6.7706250e-13   3.0718667e-12   4.4754552e-12   6.1518617e-13   9.9801420e-11   5.6813186e-13   1.8567107e-11   1.4486041e-13   3.0052482e-13   9.0098423e-13   3.5826469e-13   8.5939289e-12   2.0751893e-11   2.5234201e-11   8.5035013e-13   1.4662150e-10   7.2225485e-12   4.1166255e-12   7.5136319e-12   1.4898866e-12   7.5231322e-11   2.1273170e-12   3.6523477e-11   7.3305718e-13   1.8189201e-13
   1.0892444e-10   1.4182121e-12   6.2963640e-12   7.4179672e-12   5.5026984e-11   4.3763833e-13   2.0134686e-12   7.1213125e-12   2.9594526e-11   1.4311791e-08             Inf   9.4804352e-13   4.3241832e-12   4.1382981e-13   9.6926384e-13   8.0565386e-13   3.4421341e-13   1.6315425e-12   4.8735283e-13   2.8427009e-12   5.5492462e-12   1.9099052e-12   1.5846900e-12   4.9436171e-13   2.0676120e-12   1.1835727e-12   1.6219958e-12   7.7641761e-11   5.8960529e-13   2.6901237e-12   2.5073830e-12   5.4922115e-12   5.0851141e-12   2.1089485e-08   1.1500388e-10   3.2647643e-12   1.2677486e-12   7.6052379e-13   6.0307092e-13   2.3167068e-12   1.3522771e-12   1.7019045e-13   5.1841701e-12   5.1423706e-12   6.3850475e-13   6.5766290e-13   8.1369537e-12   4.4064572e-11   3.9903390e-12   5.2598486e-13   1.3432182e-11   3.1131213e-12   1.4805359e-11   1.6376639e-12   2.2617507e-12   6.5311672e-11   9.3325042e-13   6.2998644e-10   1.5923704e-12   5.4134659e-12   2.3588864e-12   3.1813004e-13   1.5195646e-12   5.5049572e-12   2.0341852e-12   8.1430428e-13   1.1657819e-12   1.1473195e-11   7.8373298e-12   1.4890949e-12   7.5029914e-13   6.5823141e-13   1.3598871e-11   3.1358168e-11   2.1191324e-12   2.0379837e-10   2.8674437e-13   3.5102856e-12   2.3427400e-12   1.1805630e-12   5.0074334e-13   5.0511884e-13   6.5229457e-13   8.7736176e-10   4.7853289e-11   5.6110990e-12   1.9287173e-09   5.6781640e-08   3.4202464e-13   4.8122026e-13   6.8960162e-12   2.0944465e-12   4.2555993e-12   3.2706500e-12   5.1417848e-13   2.0162296e-10   7.3442705e-13   2.3605292e-12   5.4090870e-12   7.9527091e-13   3.3128308e-10   6.9017091e-13   2.4180909e-11   1.8254466e-13   3.9749923e-13   1.1891889e-12   4.8012933e-13   7.9419169e-12   1.5599037e-11   2.7795859e-11   9.8160497e-13   2.0768039e-10   5.7430988e-12   2.8138047e-12   4.9336162e-12   1.6358266e-12   1.5511431e-10   3.2452370e-12   1.8142527e-11   9.3822512e-13   2.3151325e-13
