   1.0717613e-12             Inf   1.1404171e-09   1.9409100e-12   6.7021133e-12   3.1907400e-13   3.8520592e-13   8.3379612e-13   2.9590837e-11   1.4139984e-12   2.4789611e-13   3.6034560e-13   1.0422829e-13   2.1318083e-13   3.6783026e-13   6.7679063e-12   5.7871601e-13   2.6438940e-13   1.5117434e-13   2.1768669e-13   1.7358158e-10   1.1741485e-13   9.7803811e-14   9.5957480e-13   4.5909211e-12   1.9832705e-13   1.7603568e-09   2.1677681e-12   8.8385946e-14   3.3080817e-12   1.0577021e-10   7.7580349e-10   1.5851757e-12   1.0298444e-12   2.2628074e-12   6.9732461e-13   4.6304490e-13   2.6440420e-13   6.7546340e-11   9.3125436e-14   6.0156875e-13   9.5703186e-14   9.4330627e-14   7.5547881e-13   4.3573787e-13   3.7783530e-13   8.3111009e-14   4.1636642e-13   1.2992326e-09   1.5953430e-13   7.4259548e-13   2.9028074e-13   1.3012824e-10   1.7624794e-13   2.8527925e-12   1.6483835e-13   5.2952718e-08   4.1070731e-12   4.5235062e-12   7.6315742e-14   5.6623093e-13   1.1107195e-12   4.4433646e-13   5.2668751e-11   1.1264570e-12   4.8406123e-13   1.5466507e-12   1.0216916e-13   7.8479301e-13   1.6274436e-12   1.7436249e-13   1.6817223e-13   2.9145684e-13   1.9500252e-13   8.3850693e-14   2.2239883e-13   2.8338014e-11   1.3417139e-12   2.1689797e-13   3.5109054e-13   1.4513502e-13   1.9788070e-13   4.4644887e-13   1.3418138e-11   5.0912405e-09   1.3215691e-13   2.4294548e-11   2.4306171e-11   1.0409326e-13   1.0930625e-11   6.5411582e-14   1.2751539e-12   5.4080242e-12   3.1023511e-11   1.0228055e-12   1.7062085e-12   7.8873629e-11   2.1733268e-10   1.9106141e-12   5.0255000e-14   1.9836941e-13
   1.4463009e-12   1.1404171e-09             Inf   3.5278707e-12   1.0009840e-11   2.8602708e-13   3.9307127e-13   1.7069691e-12   7.5023608e-11   2.9289978e-12   3.0050713e-13   4.4439817e-13   1.4995823e-13   3.3661015e-13   3.6086124e-13   2.3124447e-11   1.0660376e-12   4.0250659e-13   1.5321983e-13   2.3232767e-13   3.2079772e-11   1.2094946e-13   1.3159152e-13   1.9736391e-12   7.4370896e-12   2.0303229e-13   1.1147513e-10   2.4875999e-12   1.2842469e-13   9.4793199e-12   9.1051749e-10   7.2644020e-10   2.5424390e-12   1.6371495e-12   5.4867074e-12   4.7779547e-13   4.0195552e-13   2.3672593e-13   1.9585796e-11   1.1176107e-13   1.1342596e-12   1.3527121e-13   1.3548914e-13   6.1978174e-13   6.7649956e-13   5.2682196e-13   1.0073890e-13   7.2995613e-13   1.2445058e-08   1.7472946e-13   6.8822416e-13   4.5122393e-13   1.0790229e-10   2.6206715e-13   4.6029825e-12   2.2410978e-13   7.7712045e-09   1.2058286e-11   1.1065577e-11   8.9258829e-14   1.0360529e-12   1.1235622e-12   7.5264676e-13   5.5254599e-10   9.1465253e-13   6.9333367e-13   1.4610436e-12   1.4215760e-13   7.8887242e-13   2.9925929e-12   1.8244990e-13   1.7636441e-13   4.7833120e-13   1.5087537e-13   8.9696896e-14   2.2571405e-13   2.0675535e-11   1.7216744e-12   1.9944285e-13   2.6141412e-13   1.5320155e-13   2.2804043e-13   3.9477886e-13   2.5032707e-11   1.1968111e-08   1.9778144e-13   6.7922868e-11   4.0025688e-11   1.2105796e-13   3.0487782e-11   7.0230387e-14   8.2485975e-13   1.8263231e-11   2.4512744e-10   8.7457748e-13   3.4899816e-12   1.2032066e-10   1.2867862e-09   1.3296780e-12   5.6626597e-14   2.3333933e-13
   9.1744437e-11   1.9409100e-12   3.5278707e-12             Inf   7.8985853e-11   6.5397310e-13   1.9410451e-12   5.4532341e-12   1.2001189e-12   1.6629784e-10   4.1325351e-12   8.2786628e-12   1.0922161e-12   3.2072142e-12   1.3920756e-12   3.4476153e-12   1.4072381e-11   9.4141626e-12   6.0034334e-13   1.3494203e-12   1.4080117e-12   4.8749720e-13   1.2682505e-12   1.6439576e-11   2.6422481e-10   8.9745666e-13   1.6431503e-12   2.1519673e-11   6.1962767e-13   6.2525586e-12   1.1046635e-11   4.8233036e-12   4.3028119e-09   1.4671188e-09   5.9747304e-11   3.4819198e-13   8.1477443e-13   5.2284672e-13   1.5707154e-12   8.8490623e-13   9.5253475e-12   1.0147473e-12   8.5755874e-13   9.9052038e-13   4.3978060e-11   2.3816805e-11   7.7848571e-13   7.8113913e-12   4.5724597e-12   1.0843588e-12   2.0293234e-12   1.0899322e-11   8.8861743e-13   3.3947536e-12   9.5555245e-10   3.6334688e-12   2.3953427e-12   3.4557523e-11   5.1769209e-10   5.8418081e-13   1.4651686e-11   5.3951545e-12   2.0189778e-11   4.1276509e-12   1.4028512e-12   5.0696354e-11   4.4794176e-12   1.2804661e-12   3.7385845e-12   7.5990932e-08   8.8885076e-13   8.6237276e-13   5.7204771e-12   1.5358768e-13   4.0272296e-13   9.7253856e-13   5.7088843e-12   5.4259082e-11   4.9105973e-13   2.4658210e-13   7.4793176e-13   2.0670663e-12   8.7642924e-13   6.2015145e-11   3.5009093e-12   1.3895824e-12   4.0168000e-11   2.5424963e-11   8.8402209e-13   1.1689261e-10   2.9868603e-13   5.1308416e-13   1.0303468e-11   5.8906707e-12   1.7051076e-12   8.6450678e-10   1.1070778e-11   1.9232813e-12   1.0871359e-12   2.7318973e-13   2.3982953e-12
   5.8437786e-11   6.7021133e-12   1.0009840e-11   7.8985853e-11             Inf   1.4561742e-12   3.5269407e-12   1.5672987e-12   1.7432902e-12   9.7502930e-12   2.4877658e-12   4.9709375e-12   3.3817901e-13   7.3206094e-13   2.7694879e-12   2.7731607e-12   2.1534383e-12   1.5465702e-12   7.9362329e-13   1.6211869e-12   6.8774675e-12   5.7515991e-13   4.3072194e-13   2.9308622e-12   1.5946643e-08   1.2346299e-12   7.1974104e-12   2.3340337e-10   2.1921528e-13   3.1732306e-12   3.9815188e-11   2.8660894e-11   1.0572363e-10   3.0372910e-11   9.2269650e-12   1.0489731e-12   2.1734314e-12   1.0936005e-12   8.9898604e-12   4.9920496e-13   1.8090513e-12   3.2409644e-13   2.8073572e-13   3.3656665e-12   4.1025911e-12   4.7245808e-12   4.1684124e-13   1.4227140e-12   1.8217257e-11   1.0582355e-12   6.5980355e-12   1.6595320e-12   1.7448332e-12   7.7263699e-13   1.0031013e-09   1.0346204e-12   7.7873600e-12   1.0877595e-11   7.3752871e-11   3.7124982e-13   2.1766677e-12   2.2457593e-11   2.3722755e-12   6.2507632e-12   5.8888758e-12   7.3977255e-12   2.6578482e-11   4.0026834e-13   1.1349307e-11   4.1402044e-11   1.0843289e-12   1.0325474e-12   1.0916550e-12   3.3328133e-13   3.8753634e-13   1.4304021e-12   9.6420806e-11   1.0625648e-10   9.2455481e-13   6.2189778e-13   8.4055752e-13   1.6252807e-12   2.2659685e-12   4.6381203e-09   1.3431421e-11   4.0140585e-13   3.1147723e-10   1.1607694e-09   5.9149950e-13   2.0640307e-10   2.7465417e-13   1.8365347e-12   5.6821578e-12   7.6570508e-12   6.9324664e-12   1.9245647e-11   1.4898503e-10   3.7351821e-12   5.1414023e-12   2.0114201e-13   1.6669629e-12
   2.2322119e-12   3.1907400e-13   2.8602708e-13   6.5397310e-13   1.4561742e-12             Inf   7.4650816e-11   1.0371175e-13   1.1786139e-13   2.6750810e-13   2.1536596e-12   2.6153479e-12   8.2270144e-14   1.0501150e-13   2.7740649e-10   1.2561998e-13   1.4750203e-13   2.1885614e-13   2.6283048e-11   1.5596213e-11   6.0789770e-13   1.0020629e-11   1.6106999e-13   1.4939731e-13   1.2594499e-12   3.7263254e-11   4.5059044e-13   5.0046663e-12   5.1324383e-14   1.3216619e-13   4.0140405e-13   5.1666675e-13   1.0033237e-12   7.8988530e-13   2.2628237e-13   7.2819455e-12   3.9132799e-09   4.7484701e-08   8.4849876e-13   5.8010224e-13   1.2664200e-13   8.7597458e-14   6.9526806e-14   1.6035770e-10   3.7576664e-13   7.7694898e-13   4.2481075e-13   1.2527652e-13   3.8088723e-13   5.6486999e-12   1.4859105e-10   2.0887284e-13   1.4296946e-13   1.4355103e-13   1.2121143e-12   3.2620164e-13   3.0345238e-13   2.2467762e-13   4.3960909e-13   5.8408364e-13   1.5051505e-13   2.2085567e-11   1.9300501e-13   1.9544613e-13   5.4258092e-11   8.1042382e-13   1.9896959e-11   1.1823228e-13   4.1932981e-11   5.4575062e-13   1.6849001e-11   1.4950741e-11   1.2491660e-13   7.0561442e-12   2.5039189e-12   5.9028694e-11   1.5033818e-12   3.2099214e-12   2.5438247e-09   1.2140105e-11   9.7351673e-12   3.3110060e-12   7.5661974e-09   9.3034129e-13   3.6323393e-13   7.8731987e-14   6.1162071e-13   9.5785154e-13   1.0617935e-12   5.2626501e-13   1.4401042e-12   5.9501426e-12   1.6977120e-13   2.0328486e-13   7.8283153e-11   3.5424636e-13   7.5412348e-13   1.8074526e-13   1.1164274e-11   4.6204376e-13   2.4414294e-12
   1.2730952e-11   3.8520592e-13   3.9307127e-13   1.9410451e-12   3.5269407e-12   7.4650816e-11             Inf   1.9726151e-13   1.5640475e-13   6.3406901e-13   1.7565492e-11   2.5107669e-11   1.8195623e-13   2.3531429e-13   1.2033508e-08   1.9878155e-13   3.2727693e-13   6.0789135e-13   7.8816446e-11   3.5155396e-10   6.0898836e-13   2.6717852e-11   4.2448726e-13   3.1182761e-13   3.4455411e-12   3.6235237e-10   4.9491645e-13   1.9664301e-11   1.0175759e-13   2.2914753e-13   6.3772645e-13   7.0078795e-13   3.6010474e-12   2.9089091e-12   4.7785624e-13   1.8566195e-12   5.5055752e-11   4.5509956e-11   8.2480572e-13   2.0270213e-12   2.6661366e-13   1.9764900e-13   1.4808559e-13   2.3719482e-11   1.2026228e-12   3.4978484e-12   1.3497785e-12   2.7509562e-13   5.2808924e-13   4.6158770e-11   2.2822686e-10   5.6543817e-13   1.7159255e-13   3.5964391e-13   3.8317535e-12   1.0709654e-12   3.8507821e-13   4.3933601e-13   1.0024189e-12   1.8438232e-12   3.3704524e-13   1.3160045e-10   4.8352690e-13   2.9196146e-13   2.0579590e-11   3.5774975e-12   4.6311444e-11   2.8763277e-13   5.3724731e-10   1.5867874e-12   1.4624774e-10   1.1834038e-10   2.8568195e-13   1.2398760e-12   6.8511872e-12   8.0203772e-10   2.0012988e-12   1.8454692e-11   5.4393943e-11   1.9866424e-12   5.5262554e-11   3.1055029e-11   8.7080339e-11   1.9177474e-12   4.8266035e-13   1.6942778e-13   1.1426877e-12   1.7360975e-12   4.3149659e-12   1.0864442e-12   3.2877171e-12   2.0701914e-12   2.9901047e-13   3.1876603e-13   4.0661030e-11   8.9012004e-13   1.1702506e-12   2.4032099e-13   5.0373540e-12   1.0999442e-12   1.9604954e-11
   1.1189823e-12   8.3379612e-13   1.7069691e-12   5.4532341e-12   1.5672987e-12   1.0371175e-13   1.9726151e-13             Inf   1.8801810e-12   4.7547791e-11   3.7757412e-13   5.0086387e-13   1.6457464e-12   9.5861435e-12   1.6250633e-13   1.5766758e-11   1.5095132e-10   3.7758760e-12   1.0020536e-13   1.6780427e-13   4.0232889e-13   8.9873659e-14   6.1391443e-13   1.1861757e-09   2.0677895e-12   1.2814960e-13   5.4405236e-13   6.8386002e-13   1.9023776e-12   8.7520572e-11   2.7547583e-12   1.1444720e-12   2.7777867e-12   3.1615674e-12   9.5304151e-11   8.1613840e-14   1.2124844e-13   8.9724374e-14   3.7561942e-13   1.9923116e-13   5.7424153e-10   1.2045100e-12   1.5690846e-12   1.4275716e-13   3.8939358e-12   1.2547410e-12   2.0018596e-13   8.0225795e-11   1.4990664e-12   1.5629831e-13   2.0699130e-13   5.1446505e-12   8.3259522e-13   2.8959526e-12   2.3236445e-12   8.3460284e-13   1.0782841e-12   5.1583967e-11   1.0730951e-11   1.4303639e-13   1.2185375e-10   3.4781618e-13   1.8843185e-11   4.2284402e-12   1.8068560e-13   1.6011701e-12   3.3225261e-13   9.6824792e-13   2.8344583e-13   7.2343841e-12   1.3028566e-13   1.2843377e-13   1.8562887e-11   4.1932437e-14   8.5454026e-14   1.3339848e-13   6.5330077e-13   9.1400389e-13   8.5639676e-14   6.0179213e-14   1.1955783e-13   2.4190458e-13   1.2585464e-13   2.1331477e-12   1.2594283e-12   3.4987485e-12   2.9771119e-12   1.5971017e-12   1.7022716e-13   5.2825966e-12   7.1936587e-14   1.1106352e-13   4.2161385e-11   6.3028377e-12   1.9664832e-13   2.0318412e-11   1.3652463e-12   1.7138275e-12   1.7339759e-13   7.9961037e-14   2.7533489e-13
   4.8941768e-13   2.9590837e-11   7.5023608e-11   1.2001189e-12   1.7432902e-12   1.1786139e-13   1.5640475e-13   1.8801810e-12             Inf   1.5675594e-12   1.4186203e-13   1.9414631e-13   1.2111790e-13   2.7356456e-13   1.4427218e-13   6.5023765e-11   8.2318157e-13   2.5797078e-13   7.2936781e-14   1.0505994e-13   4.0934358e-12   6.0398322e-14   8.9540652e-14   1.5963580e-12   1.5568193e-12   9.2268165e-14   8.7379623e-12   6.4103781e-13   1.1899269e-13   1.2700188e-11   2.0024719e-11   1.2568697e-11   8.4013537e-13   6.4247921e-13   3.1423010e-12   1.8664515e-13   1.5425670e-13   1.0117921e-13   2.7395527e-12   6.4413589e-14   9.7149286e-13   1.0612176e-13   1.1390575e-13   2.1626907e-13   3.6616146e-13   2.5474879e-13   6.0060115e-14   5.9610684e-13   2.8067195e-11   8.4793302e-14   2.3570765e-13   2.9286457e-13   3.8462795e-10   1.8767827e-13   1.1873834e-12   1.3395935e-13   4.6054933e-11   6.4588750e-12   3.1858873e-12   5.1995952e-14   7.8898572e-13   3.4774231e-13   5.0237619e-13   2.3908998e-10   2.9058005e-13   3.1964861e-13   4.1508901e-13   1.0365138e-13   2.6644709e-13   1.1352152e-12   8.5456301e-14   8.3217643e-14   3.7478367e-13   7.2128424e-14   4.8097815e-14   1.0019177e-13   2.3408975e-12   5.2946038e-13   8.8235312e-14   1.1331622e-13   7.4412516e-14   1.0916858e-13   1.5218528e-13   3.1687528e-12   3.0455196e-11   1.6783353e-13   6.1245087e-12   3.7424422e-12   6.6243179e-14   4.9562429e-12   3.9238195e-14   2.8565434e-13   1.5980302e-11   1.0116698e-10   2.8075432e-13   1.5518459e-12   6.0980852e-12   1.0233284e-09   3.9144953e-13   3.4151471e-14   1.1320102e-13
   8.1536204e-12   1.4139984e-12   2.9289978e-12   1.6629784e-10   9.7502930e-12   2.6750810e-13   6.3406901e-13   4.7547791e-11   1.5675594e-12             Inf   1.4447768e-12   2.2466457e-12   1.9779318e-12   1.0212865e-11   4.8762288e-13   7.9891750e-12   2.1259617e-10   1.4823542e-11   2.6233249e-13   5.0987931e-13   7.9812106e-13   2.2690898e-13   1.3088689e-12   4.3925833e-10   1.7231432e-11   3.6015281e-13   1.0220347e-12   3.3696880e-12   1.3188968e-12   2.5446154e-11   7.3893387e-12   2.7068127e-12   4.0938115e-11   5.2380596e-11   1.9809771e-09   1.7172389e-13   3.1976237e-13   2.2347547e-13   8.0777992e-13   5.1893000e-13   1.2704272e-10   1.6316192e-12   1.6095842e-12   3.7931051e-13   3.5663945e-11   7.7348034e-12   4.9541838e-13   6.1789845e-11   3.1233111e-12   4.5472341e-13   6.4577961e-13   2.0987482e-11   9.0558515e-13   6.0886696e-12   2.4959880e-11   2.7308356e-12   1.8256447e-12   1.9581635e-10   2.4130449e-10   3.4762055e-13   2.1315521e-10   1.3144360e-12   1.0931926e-10   5.2635663e-12   5.0386435e-13   1.2324633e-11   1.1769053e-12   1.7113190e-12   1.0095897e-12   3.5892336e-10   3.6608894e-13   3.5890506e-13   2.4583624e-11   8.2415846e-14   2.0665436e-13   3.7975318e-13   2.0061643e-12   5.7449509e-12   2.1301274e-13   1.2458087e-13   3.2537819e-13   7.9775306e-13   3.3803840e-13   1.2209381e-11   2.4444902e-12   3.2366923e-12   1.4338985e-11   6.9580571e-12   4.5991293e-13   4.0312237e-11   1.6431091e-13   2.4269657e-13   3.5105134e-11   8.3208066e-12   5.7708155e-13   1.2377592e-08   4.4440198e-12   2.0444930e-12   4.3784674e-13   1.7191952e-13   9.3407991e-13
   2.6983790e-11   2.4789611e-13   3.0050713e-13   4.1325351e-12   2.4877658e-12   2.1536596e-12   1.7565492e-11   3.7757412e-13   1.4186203e-13   1.4447768e-12             Inf   3.9005834e-09   7.2031214e-13   8.1520594e-13   8.7439041e-12   2.3585770e-13   8.7115852e-13   3.5318074e-12   8.6140547e-12   5.1604890e-11   2.8409459e-13   8.3382804e-12   3.0702029e-12   6.6986576e-13   3.2445044e-12   1.5060425e-11   2.6746103e-13   6.4903751e-12   3.0552147e-13   3.2106973e-13   5.2501472e-13   4.4014295e-13   8.1414563e-12   1.0778558e-11   8.5855548e-13   3.3255295e-13   1.8937496e-12   1.8066497e-12   3.4437540e-13   3.4793513e-11   6.4037315e-13   8.4849202e-13   5.3645548e-13   1.4353378e-12   7.7725409e-12   7.1075793e-11   1.7982126e-11   7.7628025e-13   3.7454213e-13   8.2992792e-11   4.2936148e-12   2.9308840e-12   1.3143756e-13   1.7930472e-12   4.8837140e-12   1.4895809e-11   2.6442501e-13   6.5550354e-13   1.4782394e-12   1.7739398e-11   9.1728401e-13   7.5900292e-12   1.7649223e-12   2.7835270e-13   1.5406585e-12   4.4199713e-11   3.9099968e-12   1.5473912e-12   9.5225815e-12   3.8406545e-12   2.2915715e-11   2.3214406e-11   9.6203124e-13   2.3515658e-13   9.2144757e-12   1.3589442e-11   8.2452919e-13   1.7420395e-11   2.1827011e-12   3.2327833e-13   2.2080688e-11   1.7280214e-09   2.2793817e-12   1.4941759e-12   3.3130260e-13   5.8823028e-13   9.7997140e-13   1.1410571e-12   7.0816914e-11   1.1796990e-12   5.3141839e-12   3.8951048e-13   3.9785904e-13   3.2393355e-13   2.1868967e-12   1.9858062e-12   7.3055393e-13   1.9868790e-13   7.5751982e-13   4.1772605e-12   8.1935174e-09
