   1.4816469e-12             Inf   1.2144132e-13   2.2331765e-13   2.4016488e-13   1.3846129e-13   4.9658809e-12   7.1016598e-12   6.8577772e-13   1.6042093e-13   5.9102737e-12   1.4833962e-10   1.1277647e-13   1.1874443e-11   3.7090970e-11   5.4277852e-13   4.9531631e-13   1.5639819e-13   1.1706332e-12   5.3777736e-13   5.0661799e-13   3.0396121e-13   6.6373229e-14   2.1843546e-12   1.3615192e-12   2.0721409e-11   2.9886051e-13   6.7024964e-11   7.1059923e-14   1.6814039e-12   1.1808064e-12   8.3980893e-13   5.1818782e-13   1.1385921e-09   1.0753199e-12   7.0304496e-10   1.7779395e-13   2.6268277e-13   2.7550730e-13   1.1523752e-12   9.1702758e-14   1.6444990e-13   5.4040083e-13   2.8135609e-11   1.3914558e-13   1.9181475e-13   4.9428273e-13   8.8816047e-13   4.6474021e-13   2.5865859e-12   3.1249966e-13
   1.7582704e-12   1.2144132e-13             Inf   2.0165892e-13   9.1036729e-14   1.6884069e-13   6.8349832e-13   2.7518691e-13   5.7105096e-13   2.9982344e-11   2.8635040e-13   1.0901915e-13   2.8761012e-13   3.9349562e-13   3.4936340e-13   6.9179821e-12   3.5882270e-13   7.7297881e-12   8.7999784e-13   1.0783186e-11   2.7870853e-13   6.7966124e-11   1.5757022e-10   1.7298938e-12   6.7181745e-13   2.0735857e-13   2.2418645e-11   5.9728518e-14   2.1088598e-10   6.4238660e-13   1.1463346e-13   4.4814604e-12   7.1812375e-12   1.4658556e-13   2.2823759e-12   7.9228720e-14   4.6545370e-10   5.4419612e-13   8.5568761e-13   1.3094271e-12   2.6750164e-09   9.8404281e-13   1.4332046e-13   1.6375912e-13   2.9554912e-08   7.6870304e-12   2.8591031e-12   8.9489729e-13   7.7455806e-13   3.1895212e-13   1.6172258e-12
   1.2688940e-12   2.2331765e-13   2.0165892e-13             Inf   5.2253238e-11   8.5904664e-10   1.0985184e-12   1.9326965e-12   2.1223255e-11   7.3101740e-13   2.2047156e-12   4.1806891e-13   5.5824738e-11   1.8560354e-13   2.9491182e-13   1.9685151e-13   5.0198409e-14   7.8030385e-14   1.1143791e-13   2.7036039e-13   1.7602629e-10   3.1013240e-13   1.4355256e-13   4.4145225e-13   5.4928672e-12   1.2392559e-13   1.6697925e-13   1.6588134e-13   1.6501547e-13   4.3584876e-12   6.2647209e-12   8.1796315e-13   1.0362624e-12   3.6889056e-13   1.9408239e-13   1.5318264e-13   1.8324769e-13   8.5715476e-11   5.4426053e-14   2.7457597e-12   1.8903530e-13   1.1141740e-11   5.2327548e-11   1.1243247e-13   1.9707443e-13   1.5081713e-12   1.1775472e-13   9.7344489e-14   6.6694315e-14   8.8317462e-14   7.2320343e-14
   5.6400848e-13   2.4016488e-13   9.1036729e-14   5.2253238e-11             Inf   2.4188434e-11   6.5569432e-13   1.6396737e-12   4.2026459e-12   2.4231329e-13   1.8041311e-12   5.2997755e-13   3.9427049e-12   1.4324776e-13   2.3512860e-13   1.0873463e-13   3.7289488e-14   4.5529746e-14   7.6173957e-14   1.3889587e-13   2.2933709e-11   1.4223099e-13   6.5822571e-14   2.4995681e-13   2.0424973e-12   1.0700197e-13   8.8614021e-14   2.2254890e-13   7.3702926e-14   1.8312545e-12   1.9238254e-11   3.5154728e-13   3.8275476e-13   3.9744325e-13   1.1712582e-13   1.7962754e-13   8.8882560e-14   4.6804448e-12   3.6957125e-14   1.0041396e-12   8.3913258e-14   1.4192915e-12   1.6120100e-10   1.0144365e-13   9.0998813e-14   4.1216929e-13   7.2045632e-14   6.6451442e-14   4.6006738e-14   6.8861102e-14   4.6718341e-14
   7.0256449e-13   1.3846129e-13   1.6884069e-13   8.5904664e-10   2.4188434e-11             Inf   5.7643560e-13   8.8160411e-13   6.5272796e-12   5.9797157e-13   9.8277231e-13   2.4099656e-13   1.8840007e-10   1.2088316e-13   1.8058654e-13   1.4140490e-13   3.7843968e-14   6.2492442e-14   7.9285821e-14   1.9129617e-13   2.2928862e-11   2.3012861e-13   1.3050847e-13   2.7530357e-13   2.2164415e-12   8.2973075e-14   1.2614215e-13   1.0696278e-13   1.4965107e-13   1.8181252e-12   2.4463330e-12   5.0835460e-13   6.6608244e-13   2.1542335e-13   1.3430149e-13   9.8972223e-14   1.4562742e-13   3.3193582e-11   4.2036926e-14   1.3529747e-12   1.6517344e-13   9.6597950e-12   1.2058656e-11   7.5643888e-14   1.6169680e-13   1.1773312e-12   8.6799020e-14   7.0378515e-14   5.0095187e-14   6.2247673e-14   5.5297345e-14
   2.7732390e-10   4.9658809e-12   6.8349832e-13   1.0985184e-12   6.5569432e-13   5.7643560e-13             Inf   9.9418139e-11   1.2923692e-11   1.3993767e-12   1.0046316e-10   5.7328766e-12   5.5907166e-13   1.1050469e-11   3.7990469e-11   3.6695372e-12   5.4405028e-13   5.0665099e-13   2.5121496e-12   5.2347127e-12   3.9020894e-12   2.7929194e-12   2.9285221e-13   7.9257151e-11   8.3943200e-11   3.5308983e-12   1.7110169e-12   1.2048624e-12   3.3028258e-13   1.4803687e-10   2.7541747e-12   3.4222317e-11   1.3162510e-11   1.1214991e-11   6.4306021e-12   1.8148788e-12   1.0357532e-12   2.3276807e-12   4.9872700e-13   1.1900616e-10   4.7085442e-13   1.3145824e-12   2.0616536e-12   2.6114511e-12   8.0125451e-13   1.9953246e-12   1.7843062e-12   1.8087973e-12   8.0399525e-13   1.8407145e-12   7.4445575e-13
   1.4349667e-11   7.1016598e-12   2.7518691e-13   1.9326965e-12   1.6396737e-12   8.8160411e-13   9.9418139e-11             Inf   1.6240033e-11   5.9769577e-13   1.4015424e-06   2.3142931e-11   6.4894924e-13   3.1942999e-12   1.0641752e-11   8.5746878e-13   2.4173918e-13   1.9651314e-13   7.4940597e-13   1.1044558e-12   9.1147538e-12   7.5896296e-13   1.4325938e-13   5.6120339e-12   6.2339005e-11   1.7804753e-12   5.0030253e-13   2.4966648e-12   1.6013020e-13   1.0047609e-10   1.8494311e-11   4.2007683e-12   2.7432767e-12   2.5609034e-11   1.2996626e-12   2.7887858e-12   3.5880425e-13   2.5398394e-12   2.0447102e-13   2.0414199e-11   2.1040321e-13   1.0484376e-12   7.4975823e-12   1.5638852e-12   3.0528142e-13   9.1895872e-13   5.2288558e-13   5.7966430e-13   3.0676503e-13   7.4256382e-13   2.7369058e-13
   1.9171635e-11   6.8577772e-13   5.7105096e-13   2.1223255e-11   4.2026459e-12   6.5272796e-12   1.2923692e-11   1.6240033e-11             Inf   2.4932865e-12   2.0593539e-11   1.2233079e-12   6.0697546e-12   7.4830606e-13   1.3700141e-12   8.1845428e-13   1.3596056e-13   2.1609873e-13   3.9066784e-13   1.2631035e-12   2.9289574e-10   1.3260808e-12   3.1033007e-13   2.9825355e-12   6.6314533e-10   4.0476895e-13   6.0295379e-13   3.6017192e-13   3.6382265e-13   2.8982749e-10   7.9129955e-12   7.5328346e-12   9.1605192e-12   1.2979370e-12   8.4468235e-13   3.8542442e-13   5.9309427e-13   1.2638266e-10   1.4880315e-13   1.0345141e-10   4.6978282e-13   1.6524105e-11   1.9545295e-11   3.4468302e-13   5.8977687e-13   6.0899207e-12   4.0955300e-13   3.2489834e-13   1.9577551e-13   2.7822762e-13   2.1315006e-13
   4.7955023e-12   1.6042093e-13   2.9982344e-11   7.3101740e-13   2.4231329e-13   5.9797157e-13   1.3993767e-12   5.9769577e-13   2.4932865e-12             Inf   6.4221509e-13   1.7034589e-13   1.2907962e-12   3.9487967e-13   4.3489394e-13   2.9143098e-12   1.9475110e-13   1.1844865e-12   5.3137894e-13   5.6522113e-12   1.0035202e-12   2.2840922e-11   1.0893193e-11   2.2015123e-12   2.3626610e-12   2.0373040e-13   4.1910693e-12   8.1151649e-14   1.6483020e-11   2.0726595e-12   2.6847357e-13   1.1252957e-11   3.8148239e-11   2.1661547e-13   1.4518754e-12   1.0096329e-13   1.1939003e-11   3.1081977e-12   3.3265245e-13   5.0534838e-12   2.7901732e-11   9.0147152e-12   4.0086264e-13   1.6399740e-13   2.2845091e-11   9.7066957e-10   1.0971345e-12   4.9332314e-13   3.5793587e-13   2.4018599e-13   5.5974297e-13
   1.5724350e-11   5.9102737e-12   2.8635040e-13   2.2047156e-12   1.8041311e-12   9.8277231e-13   1.0046316e-10   1.4015424e-06   2.0593539e-11   6.4221509e-13             Inf   1.8275969e-11   7.2113403e-13   2.9100233e-12   9.2544023e-12   8.6253028e-13   2.3307121e-13   1.9770480e-13   7.2241963e-13   1.1256234e-12   1.1116324e-11   7.8819851e-13   1.4905911e-13   5.5808456e-12   8.4001897e-11   1.6062869e-12   5.0812235e-13   2.1748858e-12   1.6701598e-13   1.3837540e-10   2.0271577e-11   4.4801919e-12   2.9776008e-12   1.9889910e-11   1.2796366e-12   2.4064203e-12   3.6980288e-13   2.9483075e-12   2.0057291e-13   2.4204451e-11   2.1944900e-13   1.1765028e-12   8.6662365e-12   1.4052540e-12   3.1675982e-13   1.0055014e-12   5.1755161e-13   5.6089585e-13   2.9867052e-13   6.9703364e-13   2.6993813e-13
