   2.5021709e-12             Inf   1.1558528e-13   4.3100257e-12   1.8995546e-13   1.9472833e-13   1.8476080e-13   1.3730800e-07   3.7974409e-12   6.6847380e-12   1.8718590e-13   3.7386671e-12   1.2572193e-13   2.1210451e-11   6.4395734e-12   5.9978165e-12   2.7293148e-09   8.5255816e-14   1.1543483e-12   1.3020095e-12   2.7940836e-11   1.4563459e-13   7.1090333e-13   1.4991419e-11   1.1467995e-12   7.3938694e-13   8.4015584e-13   7.0456740e-11   7.7525354e-12   8.0933179e-12   2.5315343e-11   9.2925233e-13   4.7694984e-11   1.0421580e-13   1.1387577e-13   4.1024887e-13   2.6400499e-12   5.0323241e-12   1.4362815e-13   6.1823941e-12   3.4280047e-08   2.9952002e-13   1.1430634e-12   3.8764696e-11   6.0829159e-12   1.1856448e-12   1.1746578e-10   9.7164526e-14   9.2836304e-14   1.2777626e-12   1.7065454e-10   2.9578816e-12   1.4358086e-12   2.3093922e-13   4.0127270e-12   9.8031676e-13   6.6603066e-12   6.4876567e-13   4.0797416e-13   2.7991002e-13   3.8168352e-12   8.6165517e-13   2.3433291e-12   3.5326221e-13   2.6977464e-10   3.7097909e-13   5.8979637e-11   6.5963854e-12   6.3657500e-13   2.3634915e-13   6.5828831e-12   1.3588634e-13   1.9138473e-13   1.8131058e-12   5.5436093e-13   1.6203753e-12   1.6815422e-12   2.1317846e-12   2.7770900e-13   1.5762539e-13   2.7767576e-13
   1.1928201e-12   1.1558528e-13             Inf   5.4610612e-14   1.4204837e-12   1.7702037e-11   1.4367329e-10   1.0305587e-13   4.1662461e-13   1.7310109e-13   2.2224972e-12   7.2173481e-13   7.2282492e-12   1.3310735e-13   2.1757139e-13   1.1578954e-13   1.2943005e-13   5.2270621e-13   2.8341004e-12   1.4070164e-12   1.2965482e-13   2.7948009e-12   3.6077492e-12   4.1363663e-13   6.6623568e-13   1.8832627e-13   4.9557397e-14   2.0538162e-13   1.0730087e-13   1.4239026e-13   2.1697417e-13   2.4178637e-13   8.6850591e-14   1.6770059e-12   1.7359686e-10   2.2823183e-13   1.2337833e-12   3.4803150e-13   1.5005129e-10   3.7374520e-13   1.1628200e-13   5.0788606e-11   2.1878457e-13   1.9922069e-13   5.4398132e-13   5.7943211e-14   1.2828885e-13   3.0902290e-12   3.2105550e-12   2.7437472e-12   8.6091326e-14   1.6225866e-13   2.7291035e-13   3.5199021e-11   5.6240039e-14   4.6994873e-14   1.2898722e-13   3.4597989e-12   1.6592812e-11   1.1149118e-12   9.0174759e-13   1.2863907e-12   1.6386000e-13   2.2023596e-11   1.6307947e-13   4.1393104e-12   1.4487483e-13   4.5758525e-13   1.7248304e-12   3.8024329e-12   7.5621263e-14   1.8793082e-09   4.0992312e-12   1.0037146e-12   1.9790546e-13   6.1908941e-13   1.5747654e-13   1.1608620e-12   1.8544813e-13   4.9730007e-12   6.1618835e-11
   6.2002292e-13   4.3100257e-12   5.4610612e-14             Inf   1.7793217e-13   6.2495661e-14   9.1978811e-14   5.1524099e-12   2.1235578e-12   1.3021901e-11   1.5751507e-13   3.5217521e-13   9.0794848e-14   3.1913830e-11   3.3552663e-13   3.2181925e-13   7.6526382e-12   1.0098427e-13   2.3556907e-13   5.6160825e-13   6.2038566e-13   1.2016386e-13   1.5175485e-13   1.7253949e-12   9.0812224e-13   2.1226011e-12   3.7128943e-11   5.7940865e-12   3.6845684e-13   3.6497483e-13   6.2589440e-13   2.0045083e-12   8.8863891e-13   9.5749546e-14   4.6256489e-14   8.9812487e-13   3.6923651e-13   3.2413755e-13   5.5079312e-14   2.5709270e-12   6.4379337e-12   1.0491104e-13   2.7474206e-12   7.5806422e-12   1.4246219e-12   6.8331251e-11   1.0165793e-12   8.0171309e-14   7.6137603e-14   2.7843580e-13   3.2732579e-11   2.2235898e-13   1.5513334e-13   1.1841904e-13   9.6903278e-07   7.1892657e-11   3.3490354e-13   3.0188270e-13   1.6325056e-13   6.4197306e-14   4.2388840e-13   1.4226967e-13   8.5666240e-12   1.0918196e-13   7.3549821e-12   9.0456739e-14   1.7312269e-11   4.1867534e-13   3.9795719e-13   1.6954799e-13   1.4062132e-09   6.7755933e-14   5.5194534e-14   2.3084101e-13   1.4442841e-12   1.8882180e-13   6.8542497e-12   6.6514662e-13   6.5504257e-13   4.8680029e-14   1.1646074e-13
   2.3483995e-12   1.8995546e-13   1.4204837e-12   1.7793217e-13             Inf   4.4124225e-13   5.7965266e-12   1.7342314e-13   2.3421159e-12   8.4868128e-13   1.1081737e-08   4.1738634e-13   5.9393492e-11   4.6060700e-13   1.4327335e-13   8.6060352e-14   2.5717515e-13   4.7960584e-11   1.0243759e-12   6.9807902e-12   1.1877456e-13   8.6702053e-10   6.3310739e-13   9.0414538e-13   1.0360338e-11   2.8594529e-12   2.3634465e-13   5.1799229e-13   8.5061726e-14   1.0586406e-13   1.8937931e-13   3.8085798e-12   9.3766047e-14   2.2166801e-10   5.5255046e-13   6.6805932e-12   7.8843825e-13   2.0627477e-13   6.4223003e-13   1.6179525e-12   2.1221559e-13   1.5892903e-12   2.7708614e-12   5.8535629e-13   1.6053625e-12   2.7926005e-13   1.3892040e-13   6.6658186e-11   5.0511699e-11   1.3995695e-12   1.9655788e-13   9.5989862e-14   1.1699066e-13   1.1470709e-11   1.9013293e-13   2.0533369e-13   9.4877730e-14   1.3616609e-11   5.2822902e-12   1.5504948e-13   6.3688200e-13   3.0210100e-13   1.1946966e-12   1.0967944e-12   3.6723507e-13   3.7487471e-13   4.1681281e-13   3.0733493e-13   3.3692128e-11   4.2982374e-10   2.7269349e-13   2.9332419e-12   2.4035375e-13   3.8552074e-13   3.8617153e-12   2.2945862e-13   1.3132629e-12   3.3348286e-12   5.4308441e-12   2.3391741e-13   3.9587248e-12
   1.5688897e-12   1.9472833e-13   1.7702037e-11   6.2495661e-14   4.4124225e-13             Inf   6.9210941e-12   1.7001808e-13   4.2206450e-13   1.8425617e-13   5.9206505e-13   2.4995740e-12   9.6626060e-13   1.6026233e-13   6.6486016e-13   3.0371434e-13   1.9984526e-13   1.7106631e-13   9.7820090e-12   1.1880957e-12   3.0470827e-13   6.0476081e-13   3.3269389e-11   6.1767492e-13   4.8539164e-13   1.3943006e-13   4.7429506e-14   2.8930823e-13   2.6846371e-13   3.8335794e-13   5.4964863e-13   1.8085145e-13   1.7830281e-13   3.8243884e-13   1.5425002e-10   1.4390888e-13   3.4915627e-12   1.1947419e-12   4.9483909e-10   4.1816853e-13   1.8587760e-13   7.2868952e-11   1.7283733e-13   2.6190276e-13   6.9047285e-13   5.6337447e-14   2.7330292e-13   5.3156394e-13   5.3269698e-13   6.5478075e-12   1.2069726e-13   5.1224904e-13   1.1622156e-12   4.4226929e-12   6.3516700e-14   4.6432629e-14   3.4523992e-13   2.0314090e-12   8.0252424e-12   1.7681070e-11   2.5314591e-12   1.1703708e-11   1.5103088e-13   1.4381461e-10   2.4015115e-13   2.0963137e-10   1.8967502e-13   1.4336040e-12   9.4505059e-13   9.7100115e-13   8.5564419e-14   9.1645408e-12   4.2414499e-10   5.0334067e-12   1.3699687e-13   3.3048209e-12   1.3834402e-13   1.2862974e-12   1.1186294e-13   4.9958295e-10   1.3883313e-11
   3.3885998e-12   1.8476080e-13   1.4367329e-10   9.1978811e-14   5.7965266e-12   6.9210941e-12             Inf   1.6340147e-13   1.0515727e-12   3.5911249e-13   1.0940779e-11   1.1196121e-12   4.2176809e-11   2.5219304e-13   2.8153188e-13   1.4459052e-13   2.1963928e-13   1.2624815e-12   5.6075157e-12   5.2411272e-12   1.7692892e-13   1.3204598e-11   4.7723390e-12   8.7964003e-13   2.1189944e-12   4.3451310e-13   8.6601362e-14   3.9304263e-13   1.3605479e-13   1.8232033e-13   3.1254549e-13   5.8901032e-13   1.1944700e-13   5.4076536e-12   1.4172035e-11   5.5619106e-13   2.3525960e-12   4.6567681e-13   1.9383088e-11   8.8563977e-13   1.9081480e-13   8.5698478e-11   5.1614326e-13   3.9070575e-13   1.3211692e-12   1.0316983e-13   1.8470693e-13   1.0441292e-11   1.0359533e-11   6.5662433e-12   1.4309140e-13   1.9273727e-13   3.0142624e-13   4.4578268e-09   9.5529489e-14   8.0923237e-14   1.6249407e-13   2.0997431e-11   1.7514909e-10   8.0767996e-13   1.6261966e-12   1.4162632e-12   3.5171267e-13   2.7275165e-11   2.9389784e-13   3.2578747e-12   2.6927505e-13   6.8145633e-13   8.2294771e-12   2.7982593e-11   1.3397060e-13   2.0423355e-09   2.0760825e-12   1.3855534e-12   4.6473469e-13   7.4106143e-13   3.3952984e-13   3.5852597e-12   4.2815372e-13   2.1476786e-12   1.1767870e-09
   2.0010617e-12   1.3730800e-07   1.0305587e-13   5.1524099e-12   1.7342314e-13   1.7001808e-13   1.6340147e-13             Inf   3.2116709e-12   6.2516171e-12   1.6991427e-13   2.8323812e-12   1.1395721e-13   2.0887011e-11   5.0115724e-12   5.1342315e-12   1.8332262e-09   7.9852129e-14   9.3789026e-13   1.0959493e-12   2.1731311e-11   1.3260378e-13   5.9002552e-13   1.0831274e-11   1.0069513e-12   7.0568078e-13   9.0699807e-13   5.1271197e-11   6.6957386e-12   6.5966810e-12   1.7327052e-11   8.7043466e-13   4.4806247e-11   9.5953785e-14   1.0119721e-13   3.8879722e-13   2.0465503e-12   3.8324005e-12   1.2674983e-13   5.0950165e-12   2.4672351e-08   2.5851401e-13   1.0750413e-12   3.1135130e-11   4.7597367e-12   1.2779501e-12   8.1699022e-11   8.9050045e-14   8.5117837e-14   1.0362329e-12   2.7296432e-10   2.4811823e-12   1.2000391e-12   2.0355279e-13   4.7307741e-12   1.0747383e-12   5.5725321e-12   5.5660450e-13   3.5103386e-13   2.4301714e-13   2.8856744e-12   7.1150674e-13   2.2476576e-12   3.0244175e-13   1.8656261e-10   3.1663801e-13   5.4089871e-11   4.8294999e-12   5.5594476e-13   2.1182065e-13   7.4855665e-12   1.2096318e-13   1.6739079e-13   1.4378765e-12   5.2826729e-13   1.3062761e-12   1.6230764e-12   1.7381789e-12   2.6588410e-13   1.3868530e-13   2.4163824e-13
   6.5715807e-11   3.7974409e-12   4.1662461e-13   2.1235578e-12   2.3421159e-12   4.2206450e-13   1.0515727e-12   3.2116709e-12             Inf   1.1457937e-10   2.1387733e-12   3.4439844e-12   9.0418683e-13   2.8257392e-11   1.0113558e-12   5.4363563e-13   7.8027618e-12   6.0383274e-13   3.9751799e-12   8.7056863e-11   1.0623374e-12   1.3223877e-12   1.5819234e-12   1.3384159e-10   2.4760372e-10   1.7246307e-11   1.5023427e-12   5.1434709e-11   5.6504262e-13   7.3630915e-13   2.0591555e-12   4.1552633e-11   8.3857093e-13   7.8762017e-13   2.9615139e-13   7.7518387e-12   6.8761307e-12   1.4945528e-12   3.8635365e-13   2.1235341e-08   4.9920055e-12   1.1952320e-12   5.0879615e-11   7.9424237e-11   7.3282117e-10   2.2721202e-12   1.5843342e-12   6.5442300e-13   6.0381993e-13   6.3772238e-12   4.2003418e-12   5.1708243e-13   5.0330014e-13   1.6931879e-12   2.3083265e-12   1.4002522e-12   6.2111615e-13   1.3601692e-11   3.1422758e-12   2.9202996e-13   6.8329067e-12   9.6395616e-13   5.5780727e-11   1.1788925e-12   1.9101898e-11   6.3688264e-13   2.6362326e-11   2.9184125e-12   2.4784478e-11   2.9268347e-12   5.1012297e-12   6.0857426e-13   3.0027169e-13   1.9752047e-12   1.1397174e-11   1.0499266e-12   3.5215991e-11   1.1937880e-10   3.4184999e-12   2.5783809e-13   1.5994227e-12
   6.2022395e-12   6.6847380e-12   1.7310109e-13   1.3021901e-11   8.4868128e-13   1.8425617e-13   3.5911249e-13   6.2516171e-12   1.1457937e-10             Inf   7.3773068e-13   1.3779118e-12   3.4782317e-13   8.6006065e-10   7.1860575e-13   4.8624404e-13   1.8245474e-11   3.2903742e-13   1.1076924e-12   6.2357429e-12   1.0119257e-12   5.0029521e-13   5.6397194e-13   2.5548325e-11   1.5569153e-11   2.2505512e-11   6.6120715e-12   9.2974190e-11   5.2980874e-13   6.2219873e-13   1.5266102e-12   3.4572316e-11   1.0112966e-12   3.4913281e-13   1.3297452e-13   5.9191427e-12   1.9033429e-12   8.7192260e-13   1.6580718e-13   1.5528008e-10   1.0562480e-11   4.0192774e-13   6.3391197e-11   2.6078032e-10   2.8951386e-11   1.2612696e-11   1.6768181e-12   2.8350511e-13   2.6461234e-13   1.4990816e-12   1.7080282e-11   3.9608514e-13   3.2564125e-13   5.1709635e-13   1.5056683e-11   6.4033569e-12   5.3799442e-13   2.1624057e-12   8.0292377e-13   1.5498088e-13   2.1095264e-12   4.3215587e-13   8.0733511e-10   4.0742554e-13   4.5468815e-11   2.7414769e-13   2.0625160e-10   1.4330568e-12   3.4498316e-12   8.5967237e-13   5.7498190e-11   2.3441225e-13   1.4555481e-13   8.1062833e-13   1.1557139e-11   5.3131891e-13   2.2551386e-10   7.7455999e-12   2.9524866e-12   1.2643008e-13   4.9090313e-13
   2.6464480e-12   1.8718590e-13   2.2224972e-12   1.5751507e-13   1.1081737e-08   5.9206505e-13   1.0940779e-11   1.6991427e-13   2.1387733e-12   7.3773068e-13             Inf   4.7656170e-13   1.8658238e-10   4.1611727e-13   1.5543445e-13   9.1224631e-14   2.4903314e-13   2.7548923e-11   1.2902980e-12   7.7601620e-12   1.2408719e-13   6.5229597e-09   8.0677449e-13   9.1725228e-13   8.7334997e-12   2.0146900e-12   1.9640035e-13   4.9714419e-13   8.9572054e-14   1.1269560e-13   2.0135209e-13   2.7283445e-12   9.5716653e-14   2.9826211e-10   7.7751914e-13   4.0700850e-12   9.2597744e-13   2.2840220e-13   9.0874153e-13   1.5126535e-12   2.0677507e-13   2.3573550e-12   2.0607823e-12   5.5071859e-13   1.6187484e-12   2.3260955e-13   1.4301103e-13   1.3742287e-10   9.9807913e-11   1.7623748e-12   1.8488291e-13   1.0417402e-13   1.3101898e-13   2.3823542e-11   1.6750826e-13   1.7294114e-13   1.0087041e-13   1.9319590e-11   8.5499304e-12   1.8777271e-13   7.3023675e-13   3.6381998e-13   9.6813426e-13   1.5419109e-12   3.5350945e-13   4.7861859e-13   3.8746616e-13   3.4130791e-13   3.7865010e-11   2.6178811e-09   2.3987276e-13   5.0469614e-12   3.0611953e-13   4.5376310e-13   2.5747404e-12   2.6504060e-13   1.0351673e-12   3.6794730e-12   3.2346908e-12   2.9984806e-13   6.6392975e-12
