   8.7294945e+02   2.1511831e+02
   7.6075087e+02   1.9264848e+03
   1.5354882e+03   8.4203500e+00
   1.5944320e+03   1.5469926e+03
   3.7057311e+02   1.6341853e+03
   9.7851784e+02   1.7367334e+03
   8.9080814e+02   1.6633561e+02
   1.2880052e+03   7.9897676e+02
   1.4145722e+03   5.2076406e+02
   1.5099257e+03   1.5955527e+03
   5.5655923e+02   8.6093336e+02
   1.3615812e+03   1.8218335e+03
   1.3138145e+03   3.6601782e+02
   3.2847458e+02   5.2755289e+02
   2.3878575e+02   2.9359759e+02
   9.9713065e+02   2.7611346e+02
   1.9219084e+03   1.7397517e+03
   6.7880595e+02   1.1601342e+03
   1.1679889e+03   1.1035623e+03
   4.4454013e+02   2.9026926e+02
   1.5022378e+03   1.7065596e+03
   5.1516782e+02   1.2437192e+03
   1.0095547e+03   7.0461988e+02
   1.4016097e+03   1.0240210e+03
   1.7787144e+03   8.0039439e+02
   1.9153680e+03   1.4914927e+02
   1.0952290e+03   4.7917627e+02
   2.7457385e+02   2.4826191e+02
   2.9940795e+02   3.6531599e+02
   5.1577339e+02   4.8190605e+02
   1.6800998e+03   8.3630842e+02
   5.0975509e+02   1.0159204e+02
   1.6308659e+03   1.8035826e+03
   4.8732117e+02   1.8928103e+03
   1.8581471e+03   9.8365548e+02
   6.9752140e+02   9.7975982e+02
   3.9171842e+02   6.7792679e+02
   5.0581521e+02   1.7974751e+03
   1.2323255e+03   7.3764101e+02
   9.4589575e+02   2.2405708e+02
   7.0384615e+02   1.5562403e+03
   1.6616503e+03   7.7483330e+02
   1.1681404e+03   4.8618238e+02
   1.0962116e+03   8.1144904e+02
   1.8309891e+03   1.9186714e+02
   5.7350438e+02   2.6610072e+02
   1.5139750e+03   1.8875935e+03
   1.5076681e+03   1.9119245e+03
   7.6540072e+02   1.1495113e+03
   1.1320527e+03   1.1808839e+02
   1.5498752e+02   4.7197812e+02
   1.0419412e+02   7.0864035e+02
   1.0600508e+03   1.6454654e+03
   1.5556486e+03   3.3106556e+01
   1.8697558e+03   8.7187197e+01
   2.6195231e+02   3.3413805e+02
   1.1375482e+03   1.2974834e+03
   9.3998146e+02   1.4645650e+03
   2.1005819e+01   1.2941541e+03
   6.7840570e+02   9.0360165e+02
   3.2335992e+02   1.0955971e+03
   1.5887276e+03   5.9050828e+02
   6.1909978e+02   1.4871427e+03
   1.0558190e+03   3.8077517e+02
   3.2808762e+02   1.3748358e+03
   1.2005509e+03   3.6640827e+02
   5.2571535e+02   7.3356270e+02
   1.3078731e+03   1.2467188e+03
   1.3751129e+03   1.5585387e+03
   1.4953742e+03   1.6671717e+02
   8.9824822e+02   1.8619712e+03
   1.6624545e+02   1.5516856e+03
   4.6261403e+02   9.7293233e+02
   1.8272420e+03   8.7269818e+02
   3.0483139e+02   8.9543079e+02
   1.6548762e+03   6.1480999e+02
   1.0781300e+03   1.0168682e+03
   1.9883021e+03   1.0235674e+03
   1.5906103e+02   1.6325540e+03
   8.8695920e+02   1.5926229e+03
