   7.0522996e-13             Inf   3.5434691e-11   3.8468958e-13   2.6123628e-13   4.7275183e-12   1.2610082e-12   1.4052677e-13   2.1568416e-13   3.9349269e-13   2.5736010e-13   8.8465102e-10   4.9930879e-12   2.1263578e-13   6.3540118e-14   9.7690088e-13
   9.7622305e-13   3.5434691e-11             Inf   2.1576785e-13   2.7766702e-13   1.3957781e-10   1.5516396e-12   1.7728794e-13   2.4255620e-13   2.0325995e-13   2.2023405e-13   2.1294562e-11   3.4601433e-11   1.0952901e-13   8.7966453e-14   6.0372130e-13
   1.5545034e-12   3.8468958e-13   2.1576785e-13             Inf   3.0900496e-12   1.8366074e-13   2.1986825e-12   7.5088902e-13   1.9754614e-12   5.8564187e-09   1.4402686e-11   6.9842349e-13   3.7691634e-13   4.6902527e-11   1.9734715e-13   5.0884683e-11
   4.1755667e-11   2.6123628e-13   2.7766702e-13   3.0900496e-12             Inf   3.6498849e-13   1.8557591e-11   8.6100377e-11   1.2685836e-08   1.7776664e-12   1.9239775e-10   4.4442080e-13   9.3585312e-13   6.2765347e-13   2.9688957e-12   1.0695047e-11
   1.5597919e-12   4.7275183e-12   1.3957781e-10   1.8366074e-13   3.6498849e-13             Inf   2.1582441e-12   2.6530434e-13   3.3285899e-13   1.6456047e-13   2.4661088e-13   4.6158784e-12   1.7858340e-10   8.7159447e-14   1.3861422e-13   5.4213394e-13
   1.5241509e-09   1.2610082e-12   1.5516396e-12   2.1986825e-12   1.8557591e-11   2.1582441e-12             Inf   4.4158652e-12   1.2209606e-11   1.5143499e-12   7.9529131e-12   2.6816297e-12   1.0808481e-11   4.9554175e-13   7.6874674e-13   2.3236159e-11
   1.1282576e-11   1.4052677e-13   1.7728794e-13   7.5088902e-13   8.6100377e-11   2.6530434e-13   4.4158652e-12             Inf   3.3101743e-10   5.0288886e-13   9.6903085e-12   2.1386852e-13   5.8452278e-13   2.3654369e-13   2.8280653e-11   1.6976797e-12
   3.1101596e-11   2.1568416e-13   2.4255620e-13   1.9754614e-12   1.2685836e-08   3.3285899e-13   1.2209606e-11   3.3101743e-10             Inf   1.1969866e-12   7.0468771e-11   3.5414533e-13   8.1987006e-13   4.6815141e-13   5.0291291e-12   5.7308677e-12
   1.0522057e-12   3.9349269e-13   2.0325995e-13   5.8564187e-09   1.7776664e-12   1.6456047e-13   1.5143499e-12   5.0288886e-13   1.1969866e-12             Inf   6.4465902e-12   7.0176816e-13   3.2211539e-13   1.4057021e-10   1.4724628e-13   2.5139280e-11
   9.2504545e-12   2.5736010e-13   2.2023405e-13   1.4402686e-11   1.9239775e-10   2.4661088e-13   7.9529131e-12   9.6903085e-12   7.0468771e-11   6.4465902e-12             Inf   4.4866455e-13   5.8055323e-13   1.7686465e-12   1.0500996e-12   2.9143395e-11
   1.3122898e-12   8.8465102e-10   2.1294562e-11   6.9842349e-13   4.4442080e-13   4.6158784e-12   2.6816297e-12   2.1386852e-13   3.5414533e-13   7.0176816e-13   4.4866455e-13             Inf   7.7662785e-12   3.3449794e-13   8.6880136e-14   2.1839757e-12
   6.4465176e-12   4.9930879e-12   3.4601433e-11   3.7691634e-13   9.3585312e-13   1.7858340e-10   1.0808481e-11   5.8452278e-13   8.1987006e-13   3.2211539e-13   5.8055323e-13   7.7662785e-12             Inf   1.5041010e-13   2.4295181e-13   1.4746516e-12
   3.7795428e-13   2.1263578e-13   1.0952901e-13   4.6902527e-11   6.2765347e-13   8.7159447e-14   4.9554175e-13   2.3654369e-13   4.6815141e-13   1.4057021e-10   1.7686465e-12   3.3449794e-13   1.5041010e-13             Inf   8.5368123e-14   3.3911034e-12
   1.4585690e-12   6.3540118e-14   8.7966453e-14   1.9734715e-13   2.9688957e-12   1.3861422e-13   7.6874674e-13   2.8280653e-11   5.0291291e-12   1.4724628e-13   1.0500996e-12   8.6880136e-14   2.4295181e-13   8.5368123e-14             Inf   3.4162160e-13
   1.0628884e-11   9.7690088e-13   6.0372130e-13   5.0884683e-11   1.0695047e-11   5.4213394e-13   2.3236159e-11   1.6976797e-12   5.7308677e-12   2.5139280e-11   2.9143395e-11   2.1839757e-12   1.4746516e-12   3.3911034e-12   3.4162160e-13             Inf
